Cell Name;Cell_ID;BSC;Longitude_Sector;Latitude_Sector;CoverageType;Sector;SiteID;Market;Azimuth;HorizBeamwidth;VertBeamwidth;Technology;LAC;mcc;mnc;RF_Solution;expected_cell_range;antenna_id
NAB_0155_C02_214_1;19061;TN1BSC2;10.549508;36.405743;outdoor;1;1906;;0;;;2G;22202;605;1;macro;21598;1
NAB_0155_C02_214_2;19062;TN1BSC2;10.549508;36.405743;outdoor;2;1906;;90;;;2G;22202;605;1;macro;1124;1
NAB_0155_C02_214_3;19063;TN1BSC2;10.549508;36.405743;outdoor;3;1906;;285;;;2G;22202;605;1;macro;22054;1
NAB_0157_C01_214_1;19081;TN1BSC2;10.73557223;36.45451667;outdoor;1;1908;;60;;;2G;22203;605;1;macro;460;1
NAB_0158_C02_214_1;19091;TN1BSC2;10.674219;36.425114;outdoor;1;1909;;100;;;2G;22203;605;1;macro;998;1
NAB_0158_C02_214_2;19092;TN1BSC2;10.674219;36.425114;outdoor;2;1909;;220;;;2G;22203;605;1;macro;823;1
NAB_0158_C02_214_3;19093;TN1BSC2;10.674219;36.425114;outdoor;3;1909;;330;;;2G;22203;605;1;macro;2851;1
NAB_0159_C05_214_1;19101;TN1BSC2;10.664456;36.418381;outdoor;1;1910;;30;;;2G;22203;605;1;macro;2810;1
NAB_0159_C05_214_2;19102;TN1BSC2;10.664456;36.418381;outdoor;2;1910;;170;;;2G;22203;605;1;macro;2626;1
NAB_0159_C05_214_3;19103;TN1BSC2;10.664456;36.418381;outdoor;3;1910;;250;;;2G;22203;605;1;macro;2366;1
NAB_0161_C01_414_1;19121;TN1BSC2;11.04112778;36.81562501;outdoor;1;1912;;40;;;2G;22201;605;1;macro;8202;1
NAB_0161_C01_414_2;19122;TN1BSC2;11.04112778;36.81562501;outdoor;2;1912;;220;;;2G;22201;605;1;macro;24634;1
NAB_0161_C01_414_3;19123;TN1BSC2;11.04112778;36.81562501;outdoor;3;1912;;310;;;2G;22201;605;1;macro;11779;1
NAB_0163_C01_414_1;19141;TN1BSC2;10.85816667;36.55916667;outdoor;1;1914;;20;;;2G;22201;605;1;macro;908;1
NAB_0163_C01_414_2;19142;TN1BSC2;10.85816667;36.55916667;outdoor;2;1914;;200;;;2G;22201;605;1;macro;2291;1
NAB_0163_C01_414_3;19143;TN1BSC2;10.85816667;36.55916667;outdoor;3;1914;;280;;;2G;22201;605;1;macro;554;1
NAB_0164_C01_115_1;19151;TN1BSC2;10.536222;36.660814;outdoor;1;1915;;70;;;2G;22205;605;1;macro;28329;1
NAB_0164_C01_115_2;19152;TN1BSC2;10.536222;36.660814;outdoor;2;1915;;160;;;2G;22205;605;1;macro;18525;1
NAB_0164_C01_115_3;19153;TN1BSC2;10.536222;36.660814;outdoor;3;1915;;320;;;2G;22205;605;1;macro;31003;1
NAB_0166_C01_115_1;19171;TN1BSC2;11.11980556;36.84422223;outdoor;1;1917;;70;;;2G;22201;605;1;macro;1876;1
NAB_0166_C01_115_2;19172;TN1BSC2;11.11980556;36.84422223;outdoor;2;1917;;160;;;2G;22201;605;1;macro;834;1
NAB_0166_C01_115_3;19173;TN1BSC2;11.11980556;36.84422223;outdoor;3;1917;;320;;;2G;22201;605;1;macro;29417;1
NAB_0167_C02_315_1;19181;TN1BSC2;10.562808;36.40285;outdoor;1;1918;;70;;;2G;22202;605;1;macro;1553;1
NAB_0167_C02_315_2;19182;TN1BSC2;10.562808;36.40285;outdoor;2;1918;;220;;;2G;22202;605;1;macro;1135;1
NAB_0167_C02_315_3;19183;TN1BSC2;10.562808;36.40285;outdoor;3;1918;;300;;;2G;22202;605;1;macro;606;1
NAB_0169_C02_415_1;19201;TN1BSC2;10.69265;36.43695;outdoor;1;1920;;80;;;2G;22203;605;1;macro;892;1
NAB_0169_C02_415_2;19202;TN1BSC2;10.69265;36.43695;outdoor;2;1920;;280;;;2G;22203;605;1;macro;1033;1
NAB_0169_C02_415_3;19203;TN1BSC2;10.69265;36.43695;outdoor;3;1920;;350;;;2G;22203;605;1;macro;1045;1
NAB_0170_C01_116_1;19211;TN1BSC2;11.08867778;36.83753889;outdoor;1;1921;;20;;;2G;22201;605;1;macro;669;1
NAB_0170_C01_116_2;19212;TN1BSC2;11.08867778;36.83753889;outdoor;2;1921;;90;;;2G;22201;605;1;macro;2248;1
NAB_0170_C01_116_3;19213;TN1BSC2;11.08867778;36.83753889;outdoor;3;1921;;305;;;2G;22201;605;1;macro;1384;1
NAB_0170_C01_116_4;19601;TN1BSC2;11.08867778;36.83753889;outdoor;4;1921;;225;;;2G;22201;605;1;macro;1131;1
NAB_0172_C01_116_1;19231;TN1BSC2;10.64786;36.67663;outdoor;1;1923;;105;;;2G;22204;605;1;macro;4539;1
NAB_0172_C01_116_2;19232;TN1BSC2;10.64786;36.67663;outdoor;2;1923;;270;;;2G;22204;605;1;macro;26067;1
NAB_0172_C01_116_3;19233;TN1BSC2;10.64786;36.67663;outdoor;3;1923;;340;;;2G;22204;605;1;macro;26170;1
NAB_0173_C04_117_1;19241;TN1BSC2;10.89761945;36.69726945;outdoor;1;1924;;20;;;2G;22201;605;1;macro;28388;1
NAB_0173_C04_117_2;19242;TN1BSC2;10.89761945;36.69726945;outdoor;2;1924;;140;;;2G;22201;605;1;macro;2722;1
NAB_0173_C04_117_3;19243;TN1BSC2;10.89761945;36.69726945;outdoor;3;1924;;250;;;2G;22201;605;1;macro;16153;1
NAB_0177_C01_416_1;19281;TN1BSC2;10.720259;36.459391;outdoor;1;1928;;0;;;2G;22203;605;1;macro;495;1
NAB_0177_C01_416_2;19282;TN1BSC2;10.720259;36.459391;outdoor;2;1928;;130;;;2G;22203;605;1;macro;550;1
NAB_0177_C01_416_3;19283;TN1BSC2;10.720259;36.459391;outdoor;3;1928;;270;;;2G;22203;605;1;macro;355;1
NAB_0180_C01_416_1;19311;TN1BSC2;10.735451;36.451835;outdoor;1;1931;;80;;;2G;22203;605;1;macro;703;1
NAB_0180_C01_416_2;19312;TN1BSC2;10.735451;36.451835;outdoor;2;1931;;200;;;2G;22203;605;1;macro;383;1
NAB_0180_C01_416_3;19313;TN1BSC2;10.735451;36.451835;outdoor;3;1931;;340;;;2G;22203;605;1;macro;587;1
NAB_0182_C01_117_1;19331;TN1BSC2;10.607678;36.401064;outdoor;1;1933;;20;;;2G;22202;605;1;macro;3912;1
NAB_0182_C01_117_2;19332;TN1BSC2;10.607678;36.401064;outdoor;2;1933;;120;;;2G;22202;605;1;macro;319;1
NAB_0182_C01_117_3;19333;TN1BSC2;10.607678;36.401064;outdoor;3;1933;;310;;;2G;22202;605;1;macro;1775;1
NAB_0183_C04_117_1;19341;TN1BSC2;10.647164;36.40664;outdoor;1;1934;;35;;;2G;22202;605;1;macro;698;1
NAB_0183_C04_117_2;19342;TN1BSC2;10.647164;36.40664;outdoor;2;1934;;130;;;2G;22202;605;1;macro;829;1
NAB_0183_C04_117_3;19343;TN1BSC2;10.647164;36.40664;outdoor;3;1934;;240;;;2G;22202;605;1;macro;573;1
NAB_0184_C01_117_1;19351;TN1BSC2;10.53901945;36.36888056;outdoor;1;1935;;55;;;2G;22202;605;1;macro;579;1
NAB_0184_C01_117_2;19352;TN1BSC2;10.53901945;36.36888056;outdoor;2;1935;;255;;;2G;22202;605;1;macro;426;1
NAB_0184_C01_117_3;19353;TN1BSC2;10.53901945;36.36888056;outdoor;3;1935;;340;;;2G;22202;605;1;macro;3234;1
NAB_0185_C01_117_1;19361;TN1BSC2;10.687494;36.831208;outdoor;1;1936;;60;;;2G;22205;605;1;macro;31474;1
NAB_0185_C01_117_2;19362;TN1BSC2;10.687494;36.831208;outdoor;2;1936;;200;;;2G;22205;605;1;macro;32923;1
NAB_0185_C01_117_3;19363;TN1BSC2;10.687494;36.831208;outdoor;3;1936;;300;;;2G;22205;605;1;macro;27763;1
NAB_0187_C02_217_1;19381;TN1BSC2;10.806516;36.66048;outdoor;1;1938;;25;;;2G;22201;605;1;macro;5787;1
NAB_0187_C02_217_2;19382;TN1BSC2;10.806516;36.66048;outdoor;2;1938;;130;;;2G;22201;605;1;macro;7852;1
NAB_0187_C02_217_3;19383;TN1BSC2;10.806516;36.66048;outdoor;3;1938;;280;;;2G;22201;605;1;macro;6987;1
NAB_0189_C01_217_1;19401;TN1BSC2;11.035981;36.85974;outdoor;1;1940;;125;;;2G;22201;605;1;macro;7483;1
NAB_0189_C01_217_2;19402;TN1BSC2;11.035981;36.85974;outdoor;2;1940;;255;;;2G;22201;605;1;macro;26765;1
NAB_0189_C01_217_3;19403;TN1BSC2;11.035981;36.85974;outdoor;3;1940;;325;;;2G;22201;605;1;macro;19818;1
NAB_0190_C03_318_1;19411;TN1BSC2;10.405953;36.615494;outdoor;1;1941;;110;;;2G;10021;605;1;macro;26100;1
NAB_0190_C03_318_2;19412;TN1BSC2;10.405953;36.615494;outdoor;2;1941;;180;;;2G;10021;605;1;macro;6962;1
NAB_0190_C03_318_3;19413;TN1BSC2;10.405953;36.615494;outdoor;3;1941;;340;;;2G;10021;605;1;macro;5647;1
NAB_0191_C01_116_1;19421;TN1BSC2;10.71093334;36.68069167;outdoor;1;1942;;20;;;2G;22204;605;1;macro;31533;1
NAB_0191_C01_116_2;19422;TN1BSC2;10.71093334;36.68069167;outdoor;2;1942;;100;;;2G;22204;605;1;macro;29913;1
NAB_0191_C01_116_3;19423;TN1BSC2;10.71093334;36.68069167;outdoor;3;1942;;225;;;2G;22204;605;1;macro;2802;1
NAB_0192_C01_218_1;19431;TN1BSC2;10.560714;36.427805;outdoor;1;1943;;15;;;2G;22202;605;1;macro;11397;1
NAB_0192_C01_218_2;19432;TN1BSC2;10.560714;36.427805;outdoor;2;1943;;180;;;2G;22202;605;1;macro;25032;1
NAB_0192_C01_218_3;19433;TN1BSC2;10.560714;36.427805;outdoor;3;1943;;260;;;2G;22202;605;1;macro;21674;1
NAB_0194_C01_218_1;19451;TN1BSC2;11.1179;36.884608;outdoor;1;1945;;130;;;2G;22201;605;1;macro;3295;1
NAB_0194_C01_218_2;19452;TN1BSC2;11.1179;36.884608;outdoor;2;1945;;215;;;2G;22201;605;1;macro;2424;1
NAB_0194_C01_218_3;19453;TN1BSC2;11.1179;36.884608;outdoor;3;1945;;325;;;2G;22201;605;1;macro;21726;1
NAB_0195_C01_317_1;19461;TN1BSC2;10.512675;36.4163972;outdoor;1;1946;;40;;;2G;22202;605;1;macro;24538;1
NAB_0195_C01_317_2;19462;TN1BSC2;10.512675;36.4163972;outdoor;2;1946;;110;;;2G;22202;605;1;macro;3876;1
NAB_0195_C01_317_3;19463;TN1BSC2;10.512675;36.4163972;outdoor;3;1946;;200;;;2G;22202;605;1;macro;31139;1
NAB_0195_C01_317_4;57321;TN1BSC2;10.512675;36.4163972;outdoor;4;1946;;320;;;2G;22202;605;1;macro;18510;1
NAB_0196_C03_118_1;19471;TN1BSC2;10.49003;36.346392;outdoor;1;1947;;35;;;2G;22202;605;1;macro;3079;1
NAB_0196_C03_118_2;19472;TN1BSC2;10.49003;36.346392;outdoor;2;1947;;145;;;2G;22202;605;1;macro;7766;1
NAB_0196_C03_118_3;19473;TN1BSC2;10.49003;36.346392;outdoor;3;1947;;220;;;2G;22202;605;1;macro;24414;1
NAB_0196_C03_118_4;19891;TN1BSC2;10.49003;36.346392;outdoor;4;1947;;300;;;2G;22202;605;1;macro;10532;1
NAB_0198_C01_318_1;19491;TN1BSC2;11.066613;36.853456;outdoor;1;1949;;20;;;2G;22201;605;1;Macro;11273;1
NAB_0198_C01_318_2;19492;TN1BSC2;11.066613;36.853456;outdoor;2;1949;;120;;;2G;22201;605;1;Macro;3869;1
NAB_0198_C01_318_3;19493;TN1BSC2;11.066613;36.853456;outdoor;3;1949;;270;;;2G;22201;605;1;Macro;28680;1
NAB_0200_C02_217_1;19511;TN1BSC2;10.671248;36.672555;outdoor;1;1951;;75;;;2G;22204;605;1;macro;34713;1
NAB_0200_C02_217_2;19512;TN1BSC2;10.671248;36.672555;outdoor;2;1951;;275;;;2G;22204;605;1;macro;33218;1
NAB_0202_C02_119_1;19531;TN1BSC2;10.508083;36.691333;outdoor;1;1953;;90;;;2G;22205;605;1;macro;33283;1
NAB_0202_C02_119_2;19532;TN1BSC2;10.508083;36.691333;outdoor;2;1953;;165;;;2G;22205;605;1;macro;25349;1
NAB_0202_C02_119_3;19533;TN1BSC2;10.508083;36.691333;outdoor;3;1953;;280;;;2G;22205;605;1;macro;27558;1
NAB_0203_C01_318_1;19541;TN1BSC2;10.615867;36.742853;outdoor;1;1954;;25;;;2G;22205;605;1;macro;32621;1
NAB_0203_C01_318_2;19542;TN1BSC2;10.615867;36.742853;outdoor;2;1954;;210;;;2G;22205;605;1;macro;30021;1
NAB_0203_C01_318_3;19543;TN1BSC2;10.615867;36.742853;outdoor;3;1954;;300;;;2G;22205;605;1;macro;28153;1
NAB_0204_C01_318_1;19551;TN1BSC2;10.553917;36.756736;outdoor;1;1955;;110;;;2G;22205;605;1;macro;25181;1
NAB_0204_C01_318_2;19552;TN1BSC2;10.553917;36.756736;outdoor;2;1955;;210;;;2G;22205;605;1;macro;23726;1
NAB_0204_C01_318_3;19553;TN1BSC2;10.553917;36.756736;outdoor;3;1955;;310;;;2G;22205;605;1;macro;26499;1
NAB_0207_C01_119_1;30801;TN1BSC2;10.859075;36.628314;outdoor;1;1958;;65;;;2G;22201;605;1;macro;30294;1
NAB_0207_C01_119_2;30802;TN1BSC2;10.859075;36.628314;outdoor;2;1958;;175;;;2G;22201;605;1;macro;6788;1
NAB_0207_C01_119_3;30803;TN1BSC2;10.859075;36.628314;outdoor;3;1958;;245;;;2G;22201;605;1;macro;16687;1
NAB_0207_C01_119_4;30804;TN1BSC2;10.859075;36.628314;outdoor;4;1958;;355;;;2G;22201;605;1;macro;25317;1
NAB_0208_C01_119_1;53711;TN1BSC2;10.772972;36.597556;outdoor;1;1959;;10;;;2G;22204;605;1;macro;35130;1
NAB_0208_C01_119_2;53712;TN1BSC2;10.772972;36.597556;outdoor;2;1959;;105;;;2G;22204;605;1;macro;12840;1
NAB_0208_C01_119_3;53713;TN1BSC2;10.772972;36.597556;outdoor;3;1959;;290;;;2G;22204;605;1;macro;29162;1
NAB_0209_C01_119_1;53731;TN1BSC2;10.732086;36.560069;outdoor;1;1960;;25;;;2G;22203;605;1;macro;31147;1
NAB_0209_C01_119_2;53732;TN1BSC2;10.732086;36.560069;outdoor;2;1960;;140;;;2G;22203;605;1;macro;16184;1
NAB_0209_C01_119_3;53733;TN1BSC2;10.732086;36.560069;outdoor;3;1960;;230;;;2G;22203;605;1;macro;26139;1
NAB_0211_C01_119_1;53721;TN1BSC2;10.484335;36.654038;outdoor;1;1962;;20;;;2G;22205;605;1;macro;27485;1
NAB_0211_C01_119_2;53722;TN1BSC2;10.484335;36.654038;outdoor;2;1962;;170;;;2G;22205;605;1;macro;20302;1
NAB_0211_C01_119_3;53723;TN1BSC2;10.484335;36.654038;outdoor;3;1962;;250;;;2G;22205;605;1;macro;14475;1
NAB_0212_C01_119_1;30771;TN1BSC2;10.537998;36.684238;outdoor;1;1963;;80;;;2G;22204;605;1;macro;30675;1
NAB_0212_C01_119_2;30772;TN1BSC2;10.537998;36.684238;outdoor;2;1963;;185;;;2G;22204;605;1;macro;22381;1
NAB_0212_C01_119_3;30773;TN1BSC2;10.537998;36.684238;outdoor;3;1963;;285;;;2G;22204;605;1;macro;18747;1
NAB_0213_C01_119_1;30881;TN1BSC2;10.970058;36.850722;outdoor;1;1751;;100;;;2G;22201;605;1;macro;13325;1
NAB_0213_C01_119_2;30882;TN1BSC2;10.970058;36.850722;outdoor;2;1751;;180;;;2G;22201;605;1;macro;23032;1
NAB_0213_C01_119_3;30883;TN1BSC2;10.970058;36.850722;outdoor;3;1751;;290;;;2G;22201;605;1;macro;32027;1
NAB_0214_C02_119_1;30731;TN1BSC2;10.655306;36.550139;outdoor;1;1965;;40;;;2G;22204;605;1;macro;3967;1
NAB_0214_C02_119_2;30732;TN1BSC2;10.655306;36.550139;outdoor;2;1965;;115;;;2G;22204;605;1;macro;1752;1
NAB_0214_C02_119_3;30733;TN1BSC2;10.655306;36.550139;outdoor;3;1965;;175;;;2G;22204;605;1;macro;5558;1
NAB_0215_C01_215_1;64771;TN1BSC2;10.830134;36.509583;outdoor;1;10000;;10;;;2G;22203;605;1;macro;14028;1
NAB_0215_C01_215_2;64772;TN1BSC2;10.830134;36.509583;outdoor;2;10000;;205;;;2G;22203;605;1;macro;6835;1
NAB_0216_C01_116_1;30871;TN1BSC2;10.93609;36.694915;outdoor;1;1967;;35;;;2G;22201;605;1;macro;27305;1
NAB_0216_C01_116_2;30872;TN1BSC2;10.93609;36.694915;outdoor;2;1967;;205;;;2G;22201;605;1;macro;24533;1
NAB_0216_C01_116_3;30873;TN1BSC2;10.93609;36.694915;outdoor;3;1967;;310;;;2G;22201;605;1;macro;14504;1
NAB_0217_C01_217_1;30961;TN1BSC2;10.514042;36.462061;outdoor;1;3096;;130;;;2G;22202;605;1;macro;10197;1
NAB_0217_C01_217_2;30962;TN1BSC2;10.514042;36.462061;outdoor;2;3096;;205;;;2G;22202;605;1;macro;33336;1
NAB_0217_C01_217_3;30963;TN1BSC2;10.514042;36.462061;outdoor;3;3096;;295;;;2G;22202;605;1;macro;25060;1
NAB_0218_C01_218_1;17701;TN1BSC2;10.538841;36.726576;outdoor;1;1770;;45;;;2G;22205;605;1;macro;835;1
NAB_0218_C01_218_2;17702;TN1BSC2;10.538841;36.726576;outdoor;2;1770;;140;;;2G;22205;605;1;macro;857;1
NAB_0218_C01_218_3;17703;TN1BSC2;10.538841;36.726576;outdoor;3;1770;;235;;;2G;22205;605;1;macro;1058;1
NAB_0220_C01_119_1;19711;TN1BSC2;10.720488;36.464479;outdoor;1;1971;;90;;;2G;22203;605;1;macro;5738;1
NAB_0220_C01_119_2;19712;TN1BSC2;10.720488;36.464479;outdoor;2;1971;;155;;;2G;22203;605;1;macro;2683;1
NAB_0220_C01_119_3;19713;TN1BSC2;10.720488;36.464479;outdoor;3;1971;;320;;;2G;22203;605;1;macro;8682;1
NAB_0220_C01_119_MIS_4;19801;TN1BSC2;10.720488;36.464479;outdoor;4;1971;;90;360;;2G;22203;605;1;macro;51;1
SBO_0001_C04_110_1;37521;SO1BSC2;9.53625;35.09847222;outdoor;1;3752;;90;;;2G;44301;605;1;macro;31848;1
SBO_0001_C04_110_2;37522;SO1BSC2;9.53625;35.09847222;outdoor;2;3752;;200;;;2G;44301;605;1;macro;26976;1
SBO_0001_C04_110_3;37523;SO1BSC2;9.53625;35.09847222;outdoor;3;3752;;290;;;2G;44301;605;1;macro;21181;1
SBO_0001_C04_110_4;38111;SO1BSC2;9.53625;35.09847222;outdoor;4;3752;;30;;;2G;44301;605;1;macro;-;1
SBO_0002_C01_110_1;37531;SO1BSC2;9.48805556;35.03233333;outdoor;1;3753;;30;;;2G;44301;605;1;macro;30798;1
SBO_0002_C01_110_2;37532;SO1BSC2;9.48805556;35.03233333;outdoor;2;3753;;150;;;2G;44301;605;1;macro;20657;1
SBO_0002_C01_110_3;37533;SO1BSC2;9.48805556;35.03233333;outdoor;3;3753;;270;;;2G;44301;605;1;macro;24539;1
SBO_0003_C09_309_1;37541;SO1BSC2;9.4781;35.04355;outdoor;1;3754;;70;;;2G;44301;605;1;macro;1840;1
SBO_0003_C09_309_2;37542;SO1BSC2;9.4781;35.04355;outdoor;2;3754;;170;;;2G;44301;605;1;macro;957;1
SBO_0003_C09_309_3;37543;SO1BSC2;9.4781;35.04355;outdoor;3;3754;;260;;;2G;44301;605;1;macro;5112;1
SBO_0003_C09_309_4;38941;SO1BSC2;9.4781;35.04355;outdoor;4;3754;;315;;;2G;44301;605;1;macro;1312;1
SBO_0004_C03_110_1;37551;SO1BSC2;9.477803;35.032603;outdoor;1;3755;;40;;;2G;44301;605;1;macro;31568;1
SBO_0004_C03_110_2;37552;SO1BSC2;9.477803;35.032603;outdoor;2;3755;;150;;;2G;44301;605;1;macro;20177;1
SBO_0004_C03_110_3;37553;SO1BSC2;9.477803;35.032603;outdoor;3;3755;;310;;;2G;44301;605;1;macro;4767;1
SBO_0005_C03_110_1;37561;SO1BSC2;9.49425;35.03611111;outdoor;1;3756;;40;;;2G;44301;605;1;macro;30476;1
SBO_0005_C03_110_2;37562;SO1BSC2;9.49425;35.03611111;outdoor;2;3756;;150;;;2G;44301;605;1;macro;630;1
SBO_0005_C03_110_3;37563;SO1BSC2;9.49425;35.03611111;outdoor;3;3756;;270;;;2G;44301;605;1;macro;25016;1
SBO_0006_C03_110_1;37571;SO1BSC2;9.466972;35.0373889;outdoor;1;3757;;50;;;2G;44301;605;1;macro;31730;1
SBO_0006_C03_110_2;37572;SO1BSC2;9.466972;35.0373889;outdoor;2;3757;;150;;;2G;44301;605;1;macro;22832;1
SBO_0006_C03_110_3;37573;SO1BSC2;9.466972;35.0373889;outdoor;3;3757;;260;;;2G;44301;605;1;macro;26820;1
SBO_0007_C06_110_1;37581;SO1BSC2;9.496346;35.027339;outdoor;1;3758;;40;;;2G;44301;605;1;macro;30089;1
SBO_0007_C06_110_2;37582;SO1BSC2;9.496346;35.027339;outdoor;2;3758;;130;;;2G;44301;605;1;macro;24822;1
SBO_0007_C06_110_3;37583;SO1BSC2;9.496346;35.027339;outdoor;3;3758;;310;;;2G;44301;605;1;macro;878;1
SBO_0008_C02_309_1;37591;SO1BSC2;9.4888;35.04216;outdoor;1;3759;;60;;;2G;44301;605;1;macro;29756;1
SBO_0008_C02_309_2;37592;SO1BSC2;9.4888;35.04216;outdoor;2;3759;;170;;;2G;44301;605;1;macro;374;1
SBO_0008_C02_309_3;37593;SO1BSC2;9.4888;35.04216;outdoor;3;3759;;270;;;2G;44301;605;1;macro;1367;1
SBO_0009_C06_110_1;37601;SO1BSC2;9.36583333;34.99388889;outdoor;1;3760;;60;;;2G;44301;605;1;macro;34574;1
SBO_0009_C06_110_2;37602;SO1BSC2;9.36583333;34.99388889;outdoor;2;3760;;240;;;2G;44301;605;1;macro;28410;1
SBO_0009_C06_110_3;37603;SO1BSC2;9.36583333;34.99388889;outdoor;3;3760;;330;;;2G;44301;605;1;macro;33981;1
SBO_0010_C01_309_1;37611;SO1BSC2;9.48172;35.03768;outdoor;1;3761;;30;;;2G;44301;605;1;macro;1931;1
SBO_0010_C01_309_2;37612;SO1BSC2;9.48172;35.03768;outdoor;2;3761;;150;;;2G;44301;605;1;macro;626;1
SBO_0010_C01_309_3;37613;SO1BSC2;9.48172;35.03768;outdoor;3;3761;;270;;;2G;44301;605;1;macro;821;1
SBO_0011_C04_110_1;37621;SO1BSC2;9.468078;35.030764;outdoor;1;3762;;30;;;2G;44301;605;1;macro;31934;1
SBO_0011_C04_110_2;37622;SO1BSC2;9.468078;35.030764;outdoor;2;3762;;150;;;2G;44301;605;1;macro;2467;1
SBO_0011_C04_110_3;37623;SO1BSC2;9.468078;35.030764;outdoor;3;3762;;260;;;2G;44301;605;1;macro;2066;1
SBO_0012_C05_110_1;37631;SO1BSC2;9.49661111;35.0415;outdoor;1;3763;;30;;;2G;44301;605;1;macro;29899;1
SBO_0012_C05_110_2;37632;SO1BSC2;9.49661111;35.0415;outdoor;2;3763;;140;;;2G;44301;605;1;macro;7986;1
SBO_0012_C05_110_3;37633;SO1BSC2;9.49661111;35.0415;outdoor;3;3763;;270;;;2G;44301;605;1;macro;1877;1
SBO_0013_C05_110_1;37641;SO1BSC2;9.40294167;35.32234445;outdoor;1;3764;;60;;;2G;44301;605;1;macro;29393;1
SBO_0013_C05_110_2;37642;SO1BSC2;9.40294167;35.32234445;outdoor;2;3764;;165;;;2G;44301;605;1;macro;34237;1
SBO_0013_C05_110_3;37643;SO1BSC2;9.40294167;35.32234445;outdoor;3;3764;;260;;;2G;44301;605;1;macro;33199;1
SBO_0013_C05_110_4;39921;SO1BSC2;9.40294167;35.32234445;outdoor;4;3764;;330;;;2G;44301;605;1;macro;7813;1
SBO_0014_C03_110_1;37651;SO1BSC2;9.28065833;35.29051944;outdoor;1;3765;;50;;;2G;44301;605;1;macro;32788;1
SBO_0014_C03_110_2;37652;SO1BSC2;9.28065833;35.29051944;outdoor;2;3765;;150;;;2G;44301;605;1;macro;35199;1
SBO_0014_C03_110_3;37653;SO1BSC2;9.28065833;35.29051944;outdoor;3;3765;;250;;;2G;44301;605;1;macro;33046;1
SBO_0014_C03_110_4;39241;SO1BSC2;9.28065833;35.29051944;outdoor;4;3765;;335;;;2G;44301;605;1;macro;21984;1
SBO_0015_C04_110_1;37661;SO1BSC2;9.84669876;34.58363463;outdoor;1;3766;;45;;;2G;44301;605;1;macro;29132;1
SBO_0015_C04_110_2;37662;SO1BSC2;9.84669876;34.58363463;outdoor;2;3766;;160;;;2G;44301;605;1;macro;35189;1
SBO_0015_C04_110_3;37663;SO1BSC2;9.84669876;34.58363463;outdoor;3;3766;;320;;;2G;44301;605;1;macro;31802;1
SBO_0015_C04_110_4;39971;SO1BSC2;9.84669876;34.58363463;outdoor;4;3766;;230;;;2G;44301;605;1;macro;21926;1
SBO_0016_C01_110_1;37671;SO1BSC2;9.98036111;35.06311111;outdoor;1;3767;;40;;;2G;44301;605;1;macro;26465;1
SBO_0016_C01_110_2;37672;SO1BSC2;9.98036111;35.06311111;outdoor;2;3767;;190;;;2G;44301;605;1;macro;25233;1
SBO_0016_C01_110_3;37673;SO1BSC2;9.98036111;35.06311111;outdoor;3;3767;;320;;;2G;44301;605;1;macro;35222;1
SBO_0016_C01_110_4;38831;SO1BSC2;9.98036111;35.06311111;outdoor;4;3767;;110;;;2G;44301;605;1;macro;16165;1
SBO_0017_C01_314_1;37681;SO1BSC2;9.78969444;34.86302778;outdoor;1;3768;;70;;;2G;44301;605;1;macro;27991;1
SBO_0017_C01_314_2;37682;SO1BSC2;9.78969444;34.86302778;outdoor;2;3768;;160;;;2G;44301;605;1;macro;24527;1
SBO_0017_C01_314_3;37683;SO1BSC2;9.78969444;34.86302778;outdoor;3;3768;;320;;;2G;44301;605;1;macro;19479;1
SBO_0017_C01_314_4;39001;SO1BSC2;9.78969444;34.86302778;outdoor;4;3768;;230;;;2G;44301;605;1;macro;27524;1
SBO_0018_C01_110_1;37691;SO1BSC2;9.67155556;34.99277778;outdoor;1;3769;;45;;;2G;44301;605;1;macro;28830;1
SBO_0018_C01_110_2;37692;SO1BSC2;9.67155556;34.99277778;outdoor;2;3769;;130;;;2G;44301;605;1;macro;32646;1
SBO_0018_C01_110_3;37693;SO1BSC2;9.67155556;34.99277778;outdoor;3;3769;;280;;;2G;44301;605;1;macro;29980;1
SBO_0019_C03_110_1;37701;SO1BSC2;9.74694167;34.63102778;outdoor;1;3011;;10;;;2G;44301;605;1;macro;32431;1
SBO_0019_C03_110_2;37702;SO1BSC2;9.74694167;34.63102778;outdoor;2;3011;;100;;;2G;44301;605;1;macro;30197;1
SBO_0019_C03_110_3;37703;SO1BSC2;9.74694167;34.63102778;outdoor;3;3011;;260;;;2G;44301;605;1;macro;29265;1
SBO_0020_C06_110_1;37711;SO1BSC2;9.60162778;34.606197;outdoor;1;3771;;70;;;2G;44301;605;1;macro;35158;1
SBO_0020_C06_110_2;37712;SO1BSC2;9.60162778;34.606197;outdoor;2;3771;;160;;;2G;44301;605;1;macro;19622;1
SBO_0020_C06_110_3;37713;SO1BSC2;9.60162778;34.606197;outdoor;3;3771;;250;;;2G;44301;605;1;macro;26682;1
SBO_0020_C06_110_4;39961;SO1BSC2;9.60162778;34.606197;outdoor;4;3771;;350;;;2G;44301;605;1;macro;28538;1
SBO_0021_C06_110_1;37811;SO1BSC2;9.42779445;34.57398334;outdoor;1;3781;;10;;;2G;44301;605;1;macro;30757;1
