Cell Name;Cell_ID;BSC;Longitude_Sector;Latitude_Sector;CoverageType;Sector;SiteID;Market;Azimuth;HorizBeamwidth;VertBeamwidth;Technology;LAC;mcc;mnc;RF_Solution;expected_cell_range;antenna_id

ARI_0002_C01_309_1;7531;TN2BSC1;10.11469695;36.8782739;outdoor;1;753;;10;;;2G;10014;605;1;macro;28951;1
ARI_0002_C01_309_2;7532;TN2BSC1;10.11469695;36.8782739;outdoor;2;753;;170;;;2G;10014;605;1;macro;716;1
ARI_0002_C01_309_3;7533;TN2BSC1;10.11469695;36.8782739;outdoor;3;753;;270;;;2G;10014;605;1;macro;722;1
ARI_0003_C01_309_1;7541;TN2BSC1;10.16641;36.89404;outdoor;1;754;;160;;;2G;10016;605;1;macro;630;1
ARI_0003_C01_309_2;7542;TN2BSC1;10.16641;36.89404;outdoor;2;754;;250;;;2G;10016;605;1;macro;550;1
ARI_0003_C01_309_3;7543;TN2BSC1;10.16641;36.89404;outdoor;3;754;;340;;;2G;10016;605;1;macro;712;1
ARI_0003_C01_309_4;10001;TN2BSC1;10.16641;36.89404;outdoor;4;754;;70;;;2G;10016;605;1;macro;2915;1
ARI_0004_C01_309_1;7551;TN1BSC1;10.18013889;36.91927778;outdoor;1;755;;0;;;2G;10003;605;1;macro;25263;1
ARI_0004_C01_309_2;7552;TN1BSC1;10.18013889;36.91927778;outdoor;2;755;;90;;;2G;10003;605;1;macro;2981;1
ARI_0004_C01_309_3;7553;TN1BSC1;10.18013889;36.91927778;outdoor;3;755;;180;;;2G;10003;605;1;macro;1225;1
ARI_0005_C02_309_1;7561;TN1BSC1;10.21615556;36.88750278;outdoor;1;756;;30;;;2G;10003;605;1;macro;685;1
ARI_0005_C02_309_2;7562;TN1BSC1;10.21615556;36.88750278;outdoor;2;756;;150;;;2G;10003;605;1;macro;620;1
ARI_0005_C02_309_3;7563;TN1BSC1;10.21615556;36.88750278;outdoor;3;756;;270;;;2G;10003;605;1;macro;1458;1
ARI_0005_C02_309_4;14821;TN1BSC1;10.21615556;36.88750278;outdoor;4;756;;310;;;2G;10003;605;1;macro;6248;1
ARI_0006_C03_309_1;7571;TN2BSC1;10.09375;36.84730556;outdoor;1;757;;30;;;2G;10019;605;1;macro;910;1
ARI_0006_C03_309_2;7572;TN2BSC1;10.09375;36.84730556;outdoor;2;757;;150;;;2G;10019;605;1;macro;5842;1
ARI_0006_C03_309_3;7573;TN2BSC1;10.09375;36.84730556;outdoor;3;757;;230;;;2G;10019;605;1;macro;15542;1
ARI_0007_C01_309_1;7581;TN1BSC1;10.19336111;36.95344167;outdoor;1;758;;70;;;2G;10003;605;1;macro;25642;1
ARI_0007_C01_309_2;7582;TN1BSC1;10.19336111;36.95344167;outdoor;2;758;;200;;;2G;10003;605;1;macro;14653;1
ARI_0007_C01_309_3;7583;TN1BSC1;10.19336111;36.95344167;outdoor;3;758;;300;;;2G;10003;605;1;macro;34554;1
ARI_0008_C01_309_1;7591;TN2BSC1;10.12319444;36.89705556;outdoor;1;759;;15;;;2G;10014;605;1;macro;25758;1
ARI_0008_C01_309_2;7592;TN2BSC1;10.12319444;36.89705556;outdoor;2;759;;150;;;2G;10014;605;1;macro;1933;1
ARI_0008_C01_309_3;7593;TN2BSC1;10.12319444;36.89705556;outdoor;3;759;;310;;;2G;10014;605;1;macro;31346;1
ARI_0008_C01_309_4;24011;TN2BSC1;10.12319444;36.89705556;outdoor;4;759;;225;;;2G;10014;605;1;macro;-;1
ARI_0009_C02_309_1;7601;TN2BSC1;10.09066667;36.836;outdoor;1;760;;90;;;2G;10019;605;1;macro;465;1
ARI_0009_C02_309_2;7602;TN2BSC1;10.09066667;36.836;outdoor;2;760;;190;;;2G;10019;605;1;macro;760;1
ARI_0009_C02_309_3;7603;TN2BSC1;10.09066667;36.836;outdoor;3;760;;340;;;2G;10019;605;1;macro;4292;1
ARI_0010_C02_309_1;7611;TN2BSC1;10.20375;36.85619444;outdoor;1;761;;80;;;2G;10016;605;1;macro;784;1
ARI_0010_C02_309_2;7612;TN2BSC1;10.20375;36.85619444;outdoor;2;761;;225;;;2G;10016;605;1;macro;430;1
ARI_0010_C02_309_3;7613;TN2BSC1;10.20375;36.85619444;outdoor;3;761;;330;;;2G;10016;605;1;macro;494;1
ARI_0012_C01_309_1;7631;TN2BSC1;10.18427778;36.85244444;outdoor;1;763;;110;;;2G;10012;605;1;macro;1015;1
ARI_0012_C01_309_2;7632;TN2BSC1;10.18427778;36.85244444;outdoor;2;763;;210;;;2G;10012;605;1;macro;491;1
ARI_0012_C01_309_3;7633;TN2BSC1;10.18427778;36.85244444;outdoor;3;763;;340;;;2G;10012;605;1;macro;415;1
ARI_0013_C01_309_1;7641;TN2BSC1;10.19001;36.85771;outdoor;1;764;;80;;;2G;10016;605;1;macro;870;1
ARI_0013_C01_309_2;7642;TN2BSC1;10.19001;36.85771;outdoor;2;764;;170;;;2G;10016;605;1;macro;968;1
ARI_0013_C01_309_3;7643;TN2BSC1;10.19001;36.85771;outdoor;3;764;;270;;;2G;10016;605;1;macro;663;1
ARI_0013_C01_309_4;9951;TN2BSC1;10.19001;36.85771;outdoor;4;764;;0;;;2G;10016;605;1;macro;601;1
ARI_0015_C01_309_1;7661;TN1BSC1;10.23099722;36.87586111;outdoor;1;766;;80;;;2G;10003;605;1;macro;878;1
ARI_0015_C01_309_2;7662;TN1BSC1;10.23099722;36.87586111;outdoor;2;766;;240;;;2G;10003;605;1;macro;470;1
ARI_0015_C01_309_3;7663;TN1BSC1;10.23099722;36.87586111;outdoor;3;766;;330;;;2G;10003;605;1;macro;636;1
ARI_0016_C04_309_1;7671;TN1BSC1;10.206861;36.88356;outdoor;1;767;;50;;;2G;10003;605;1;macro;1556;1
ARI_0016_C04_309_2;7672;TN1BSC1;10.206861;36.88356;outdoor;2;767;;180;;;2G;10003;605;1;macro;23839;1
ARI_0016_C04_309_3;7673;TN1BSC1;10.206861;36.88356;outdoor;3;767;;280;;;2G;10003;605;1;macro;1015;1
ARI_0017_C04_309_1;7681;TN1BSC1;10.25813889;36.86572222;outdoor;1;768;;30;;;2G;10003;605;1;macro;1092;1
ARI_0017_C04_309_2;7682;TN1BSC1;10.25813889;36.86572222;outdoor;2;768;;150;;;2G;10003;605;1;macro;407;1
ARI_0017_C04_309_3;7683;TN1BSC1;10.25813889;36.86572222;outdoor;3;768;;270;;;2G;10003;605;1;macro;515;1
ARI_0018_C04_309_1;7691;TN2BSC1;10.19648;36.86456;outdoor;1;769;;30;;;2G;10016;605;1;macro;647;1
ARI_0018_C04_309_2;7692;TN2BSC1;10.19648;36.86456;outdoor;2;769;;150;;;2G;10016;605;1;macro;575;1
ARI_0018_C04_309_3;7693;TN2BSC1;10.19648;36.86456;outdoor;3;769;;310;;;2G;10016;605;1;macro;511;1
ARI_0018_C04_309_4;9971;TN2BSC1;10.19648;36.86456;outdoor;4;769;;220;;;2G;10016;605;1;macro;547;1
ARI_0019_C02_309_1;7701;TN2BSC1;10.1965;36.87583333;outdoor;1;770;;20;;;2G;10016;605;1;macro;534;1
ARI_0019_C02_309_2;7702;TN2BSC1;10.1965;36.87583333;outdoor;2;770;;150;;;2G;10016;605;1;macro;607;1
ARI_0019_C02_309_3;7703;TN2BSC1;10.1965;36.87583333;outdoor;3;770;;270;;;2G;10016;605;1;macro;573;1
ARI_0020_C02_309_1;7711;TN1BSC1;10.21216;36.87556;outdoor;1;771;;30;;;2G;10003;605;1;macro;613;1
ARI_0020_C02_309_2;7712;TN1BSC1;10.21216;36.87556;outdoor;2;771;;150;;;2G;10003;605;1;macro;452;1
ARI_0020_C02_309_3;7713;TN1BSC1;10.21216;36.87556;outdoor;3;771;;280;;;2G;10003;605;1;macro;415;1
ARI_0021_C01_309_1;7721;TN1BSC1;10.21847222;36.87155556;outdoor;1;772;;30;;;2G;10003;605;1;macro;8199;1
ARI_0021_C01_309_2;7722;TN1BSC1;10.21847222;36.87155556;outdoor;2;772;;150;;;2G;10003;605;1;macro;375;1
ARI_0021_C01_309_3;7723;TN1BSC1;10.21847222;36.87155556;outdoor;3;772;;270;;;2G;10003;605;1;macro;512;1
ARI_0022_C02_309_1;7731;TN1BSC1;10.2465833;36.86575;outdoor;1;773;;50;;;2G;10003;605;1;macro;879;1
ARI_0022_C02_309_2;7732;TN1BSC1;10.2465833;36.86575;outdoor;2;773;;140;;;2G;10003;605;1;macro;490;1
ARI_0022_C02_309_3;7733;TN1BSC1;10.2465833;36.86575;outdoor;3;773;;270;;;2G;10003;605;1;macro;389;1
ARI_0023_C04_309_1;7741;TN2BSC1;10.17066944;36.86872778;outdoor;1;774;;85;;;2G;10014;605;1;macro;1023;1
ARI_0023_C04_309_2;7742;TN2BSC1;10.17066944;36.86872778;outdoor;2;774;;190;;;2G;10014;605;1;macro;700;1
ARI_0023_C04_309_3;7743;TN2BSC1;10.17066944;36.86872778;outdoor;3;774;;270;;;2G;10014;605;1;macro;1367;1
ARI_0024_C07_309_1;7751;TN2BSC1;10.098;36.8348056;outdoor;1;775;;120;;;2G;10019;605;1;macro;926;1
ARI_0024_C07_309_2;7752;TN2BSC1;10.098;36.8348056;outdoor;2;775;;250;;;2G;10019;605;1;macro;1121;1
ARI_0024_C07_309_3;7753;TN2BSC1;10.098;36.8348056;outdoor;3;775;;340;;;2G;10019;605;1;macro;4549;1
ARI_0025_C03_309_1;7761;TN2BSC1;10.10297222;36.84616667;outdoor;1;776;;70;;;2G;10019;605;1;macro;428;1
ARI_0025_C03_309_2;7762;TN2BSC1;10.10297222;36.84616667;outdoor;2;776;;150;;;2G;10019;605;1;macro;593;1
ARI_0025_C03_309_3;7763;TN2BSC1;10.10297222;36.84616667;outdoor;3;776;;240;;;2G;10019;605;1;macro;561;1
ARI_0025_C03_309_4;9941;TN2BSC1;10.10297222;36.84616667;outdoor;4;776;;320;;;2G;10019;605;1;macro;3388;1
ARI_0026_C03_309_1;7771;TN2BSC1;10.11274722;36.84477778;outdoor;1;777;;10;;;2G;10019;605;1;macro;437;1
ARI_0026_C03_309_2;7772;TN2BSC1;10.11274722;36.84477778;outdoor;2;777;;110;;;2G;10019;605;1;macro;577;1
ARI_0026_C03_309_3;7773;TN2BSC1;10.11274722;36.84477778;outdoor;3;777;;210;;;2G;10019;605;1;macro;492;1
ARI_0026_C03_309_4;9851;TN2BSC1;10.11274722;36.84477778;outdoor;4;777;;280;;;2G;10019;605;1;macro;431;1
ARI_0027_C01_309_1;7781;TN2BSC1;10.10844444;36.85197222;outdoor;1;778;;30;;;2G;10014;605;1;macro;1413;1
ARI_0027_C01_309_2;7782;TN2BSC1;10.10844444;36.85197222;outdoor;2;778;;160;;;2G;10014;605;1;macro;1637;1
ARI_0027_C01_309_3;7783;TN2BSC1;10.10844444;36.85197222;outdoor;3;778;;270;;;2G;10014;605;1;macro;3494;1
ARI_0028_C01_309_1;7791;TN2BSC1;10.10875;36.838525;outdoor;1;779;;30;;;2G;10019;605;1;macro;503;1
ARI_0028_C01_309_2;7792;TN2BSC1;10.10875;36.838525;outdoor;2;779;;130;;;2G;10019;605;1;macro;337;1
ARI_0028_C01_309_3;7793;TN2BSC1;10.10875;36.838525;outdoor;3;779;;270;;;2G;10019;605;1;macro;470;1
ARI_0029_C01_309_1;7801;TN2BSC1;10.11006;36.83475;outdoor;1;780;;70;;;2G;10019;605;1;macro;327;1
ARI_0029_C01_309_2;7802;TN2BSC1;10.11006;36.83475;outdoor;2;780;;150;;;2G;10019;605;1;macro;394;1
ARI_0029_C01_309_3;7803;TN2BSC1;10.11006;36.83475;outdoor;3;780;;270;;;2G;10019;605;1;macro;400;1
ARI_0031_C01_309_1;7821;TN2BSC1;10.100333;36.838167;outdoor;1;782;;30;;;2G;10019;605;1;macro;426;1
ARI_0031_C01_309_2;7822;TN2BSC1;10.100333;36.838167;outdoor;2;782;;140;;;2G;10019;605;1;macro;460;1
ARI_0031_C01_309_3;7823;TN2BSC1;10.100333;36.838167;outdoor;3;782;;250;;;2G;10019;605;1;macro;561;1
ARI_0031_C01_309_4;9841;TN2BSC1;10.100333;36.838167;outdoor;4;782;;330;;;2G;10019;605;1;macro;4342;1
ARI_0032_C01_309_1;7831;TN2BSC1;10.10819444;36.82708333;outdoor;1;783;;50;;;2G;10019;605;1;macro;305;1
ARI_0032_C01_309_2;7832;TN2BSC1;10.10819444;36.82708333;outdoor;2;783;;150;;;2G;10019;605;1;macro;1569;1
ARI_0032_C01_309_3;7833;TN2BSC1;10.10819444;36.82708333;outdoor;3;783;;300;;;2G;10019;605;1;macro;556;1
ARI_0033_C09_309_1;7841;TN2BSC1;10.1189167;36.8319722;outdoor;1;784;;80;;;2G;10019;605;1;macro;881;1
ARI_0033_C09_309_2;7842;TN2BSC1;10.1189167;36.8319722;outdoor;2;784;;200;;;2G;10019;605;1;macro;1044;1
ARI_0033_C09_309_3;7843;TN2BSC1;10.1189167;36.8319722;outdoor;3;784;;310;;;2G;10019;605;1;macro;977;1
ARI_0034_C02_309_1;7851;TN2BSC1;10.16202;36.85825;outdoor;1;785;;70;;;2G;10014;605;1;macro;936;1
ARI_0034_C02_309_2;7852;TN2BSC1;10.16202;36.85825;outdoor;2;785;;170;;;2G;10014;605;1;macro;1209;1
ARI_0034_C02_309_3;7853;TN2BSC1;10.16202;36.85825;outdoor;3;785;;290;;;2G;10014;605;1;macro;813;1
ARI_0035_C01_309_1;7861;TN2BSC1;10.12538889;36.84977778;outdoor;1;786;;0;;;2G;10014;605;1;macro;829;1
ARI_0035_C01_309_2;7862;TN2BSC1;10.12538889;36.84977778;outdoor;2;786;;100;;;2G;10014;605;1;macro;390;1
ARI_0035_C01_309_3;7863;TN2BSC1;10.12538889;36.84977778;outdoor;3;786;;280;;;2G;10014;605;1;macro;943;1
ARI_0035_C01_309_4;9821;TN2BSC1;10.12538889;36.84977778;outdoor;4;786;;190;;;2G;10014;605;1;macro;719;1
ARI_0036_C02_309_1;7871;TN2BSC1;10.20772222;36.86477778;outdoor;1;787;;30;;;2G;10016;605;1;macro;462;1
ARI_0036_C02_309_2;7872;TN2BSC1;10.20772222;36.86477778;outdoor;2;787;;130;;;2G;10016;605;1;macro;653;1
ARI_0036_C02_309_3;7873;TN2BSC1;10.20772222;36.86477778;outdoor;3;787;;310;;;2G;10016;605;1;macro;765;1
ARI_0036_C02_309_4;9991;TN2BSC1;10.20772222;36.86477778;outdoor;4;787;;230;;;2G;10016;605;1;macro;1770;1
ARI_0038_C01_309_1;7891;TN2BSC1;10.22063889;36.86627778;outdoor;1;789;;60;;;2G;10016;605;1;macro;1300;1
ARI_0038_C01_309_2;7892;TN2BSC1;10.22063889;36.86627778;outdoor;2;789;;230;;;2G;10016;605;1;macro;895;1
ARI_0038_C01_309_3;7893;TN2BSC1;10.22063889;36.86627778;outdoor;3;789;;300;;;2G;10016;605;1;macro;366;1
ARI_0038_C01_309_4;9931;TN2BSC1;10.22063889;36.86627778;outdoor;4;789;;0;;;2G;10016;605;1;macro;-;1
ARI_0039_C01_309_1;7901;TN1BSC1;10.269139;36.878417;outdoor;1;790;;30;;;2G;10003;605;1;macro;856;1
ARI_0039_C01_309_2;7902;TN1BSC1;10.269139;36.878417;outdoor;2;790;;130;;;2G;10003;605;1;macro;760;1
ARI_0039_C01_309_3;7903;TN1BSC1;10.269139;36.878417;outdoor;3;790;;270;;;2G;10003;605;1;macro;10066;1
ARI_0040_C01_309_1;7911;TN2BSC1;10.14049722;36.85141944;outdoor;1;791;;40;;;2G;10014;605;1;macro;15150;1
ARI_0040_C01_309_2;7912;TN2BSC1;10.14049722;36.85141944;outdoor;2;791;;120;;;2G;10014;605;1;macro;1491;1
ARI_0040_C01_309_3;7913;TN2BSC1;10.14049722;36.85141944;outdoor;3;791;;260;;;2G;10014;605;1;macro;1149;1
ARI_0040_C01_309_4;9571;TN2BSC1;10.14049722;36.85141944;outdoor;4;791;;330;;;2G;10014;605;1;macro;390;1
ARI_0042_C02_309_1;7931;TN2BSC1;10.1521389;36.8452778;outdoor;1;793;;50;;;2G;10017;605;1;macro;850;1
ARI_0042_C02_309_2;7932;TN2BSC1;10.1521389;36.8452778;outdoor;2;793;;150;;;2G;10017;605;1;macro;821;1
ARI_0042_C02_309_3;7933;TN2BSC1;10.1521389;36.8452778;outdoor;3;793;;265;;;2G;10017;605;1;macro;529;1
ARI_0042_C02_309_4;9691;TN2BSC1;10.1521389;36.8452778;outdoor;4;793;;335;;;2G;10017;605;1;macro;893;1
ARI_0044_C02_309_1;7951;TN2BSC1;10.1714444;36.852;outdoor;1;795;;50;;;2G;10014;605;1;macro;929;1
ARI_0044_C02_309_2;7952;TN2BSC1;10.1714444;36.852;outdoor;2;795;;130;;;2G;10014;605;1;macro;509;1
ARI_0044_C02_309_3;7953;TN2BSC1;10.1714444;36.852;outdoor;3;795;;230;;;2G;10014;605;1;macro;459;1
ARI_0044_C02_309_4;9981;TN2BSC1;10.1714444;36.852;outdoor;4;795;;330;;;2G;10014;605;1;macro;439;1
ARI_0045_C03_309_1;7961;TN2BSC1;10.181275;36.863467;outdoor;1;796;;10;;;2G;10016;605;1;macro;4409;1
ARI_0045_C03_309_2;7962;TN2BSC1;10.181275;36.863467;outdoor;2;796;;170;;;2G;10016;605;1;macro;979;1
ARI_0045_C03_309_3;7963;TN2BSC1;10.181275;36.863467;outdoor;3;796;;270;;;2G;10016;605;1;macro;617;1
ARI_0046_C01_309_1;7971;TN2BSC1;10.16686111;36.84652778;outdoor;1;797;;60;;;2G;10012;605;1;macro;889;1
ARI_0046_C01_309_2;7972;TN2BSC1;10.16686111;36.84652778;outdoor;2;797;;230;;;2G;10012;605;1;macro;6377;1
ARI_0046_C01_309_3;7973;TN2BSC1;10.16686111;36.84652778;outdoor;3;797;;330;;;2G;10012;605;1;macro;358;1
ARI_0046_C01_309_4;10011;TN2BSC1;10.16686111;36.84652778;outdoor;4;797;;160;;;2G;10012;605;1;macro;1039;1
ARI_0048_C01_409_1;7991;TN2BSC1;10.1735;36.86538889;outdoor;1;799;;20;;;2G;10014;605;1;macro;419;1
ARI_0048_C01_409_2;7992;TN2BSC1;10.1735;36.86538889;outdoor;2;799;;190;;;2G;10014;605;1;macro;679;1
ARI_0048_C01_409_3;7993;TN2BSC1;10.1735;36.86538889;outdoor;3;799;;300;;;2G;10014;605;1;macro;600;1
ARI_0049_C02_309_1;8001;TN2BSC1;10.16636111;36.86375;outdoor;1;800;;50;;;2G;10014;605;1;macro;1110;1
ARI_0049_C02_309_2;8002;TN2BSC1;10.16636111;36.86375;outdoor;2;800;;200;;;2G;10014;605;1;macro;1220;1
ARI_0049_C02_309_3;8003;TN2BSC1;10.16636111;36.86375;outdoor;3;800;;310;;;2G;10014;605;1;macro;1800;1
ARI_0050_C02_418_1;8011;TN2BSC1;10.14655;36.8753;outdoor;1;801;;25;;;2G;10014;605;1;macro;29846;1
ARI_0050_C02_418_2;8012;TN2BSC1;10.14655;36.8753;outdoor;2;801;;125;;;2G;10014;605;1;macro;33278;1
ARI_0050_C02_418_3;8013;TN2BSC1;10.14655;36.8753;outdoor;3;801;;215;;;2G;10014;605;1;macro;34327;1
ARI_0050_C02_418_4;9461;TN2BSC1;10.14655;36.8753;outdoor;4;801;;290;;;2G;10014;605;1;macro;32580;1
ARI_0051_C01_409_1;8021;TN2BSC1;10.198659;36.84734;outdoor;1;802;;30;;;2G;10012;605;1;macro;760;1
ARI_0051_C01_409_2;8022;TN2BSC1;10.198659;36.84734;outdoor;2;802;;150;;;2G;10012;605;1;macro;631;1
ARI_0051_C01_409_3;8023;TN2BSC1;10.198659;36.84734;outdoor;3;802;;250;;;2G;10012;605;1;macro;1115;1
ARI_0051_C01_409_4;9561;TN2BSC1;10.198659;36.84734;outdoor;4;802;;330;;;2G;10012;605;1;macro;1053;1
ARI_0052_C01_309_1;8031;TN2BSC1;10.17594167;36.88147222;outdoor;1;803;;0;;;2G;10016;605;1;macro;483;1
ARI_0052_C01_309_2;8032;TN2BSC1;10.17594167;36.88147222;outdoor;2;803;;180;;;2G;10016;605;1;macro;450;1
ARI_0052_C01_309_3;8033;TN2BSC1;10.17594167;36.88147222;outdoor;3;803;;270;;;2G;10016;605;1;macro;385;1
ARI_0052_C01_309_4;9921;TN2BSC1;10.17594167;36.88147222;outdoor;4;803;;80;;;2G;10016;605;1;macro;10905;1
ARI_0053_C03_309_1;8041;TN2BSC1;10.1838056;36.8786944;outdoor;1;804;;20;;;2G;10016;605;1;macro;9441;1
ARI_0053_C03_309_2;8042;TN2BSC1;10.1838056;36.8786944;outdoor;2;804;;150;;;2G;10016;605;1;macro;301;1
ARI_0053_C03_309_3;8043;TN2BSC1;10.1838056;36.8786944;outdoor;3;804;;270;;;2G;10016;605;1;macro;3002;1
ARI_0054_C02_309_1;8051;TN2BSC1;10.11444;36.86271;outdoor;1;805;;30;;;2G;10014;605;1;macro;25328;1
ARI_0054_C02_309_2;8052;TN2BSC1;10.11444;36.86271;outdoor;2;805;;150;;;2G;10014;605;1;macro;897;1
ARI_0054_C02_309_3;8053;TN2BSC1;10.11444;36.86271;outdoor;3;805;;280;;;2G;10014;605;1;macro;4377;1
ARI_0055_C01_309_1;8061;TN2BSC1;10.2057194;36.8731806;outdoor;1;806;;140;;;2G;10016;605;1;macro;488;1
ARI_0055_C01_309_2;8062;TN2BSC1;10.2057194;36.8731806;outdoor;2;806;;230;;;2G;10016;605;1;macro;739;1
ARI_0055_C01_309_3;8063;TN2BSC1;10.2057194;36.8731806;outdoor;3;806;;340;;;2G;10016;605;1;macro;965;1
ARI_0055_C01_309_4;9771;TN2BSC1;10.2057194;36.8731806;outdoor;4;806;;60;;;2G;10016;605;1;macro;442;1
ARI_0056_C01_309_1;8071;TN2BSC1;10.12253431;36.90010441;outdoor;1;807;;15;;;2G;10014;605;1;macro;2500;1
ARI_0056_C01_309_2;8072;TN2BSC1;10.12253431;36.90010441;outdoor;2;807;;150;;;2G;10014;605;1;macro;736;1
ARI_0056_C01_309_3;8073;TN2BSC1;10.12253431;36.90010441;outdoor;3;807;;270;;;2G;10014;605;1;macro;2000;1
ARI_0057_C04_309_1;8081;TN2BSC1;10.1369167;36.8917222;outdoor;1;808;;80;;;2G;10014;605;1;macro;421;1
ARI_0057_C04_309_2;8082;TN2BSC1;10.1369167;36.8917222;outdoor;2;808;;190;;;2G;10014;605;1;macro;4880;1
ARI_0057_C04_309_3;8083;TN2BSC1;10.1369167;36.8917222;outdoor;3;808;;300;;;2G;10014;605;1;macro;30413;1
ARI_0059_C03_210_1;15141;TN2BSC2;10.11589738;37.06140003;outdoor;1;810;;50;;;2G;22103;605;1;macro;17818;1
ARI_0059_C03_210_2;15142;TN2BSC2;10.11589738;37.06140003;outdoor;2;810;;150;;;2G;22103;605;1;macro;31167;1
ARI_0059_C03_210_3;15143;TN2BSC2;10.11589738;37.06140003;outdoor;3;810;;300;;;2G;22103;605;1;macro;25846;1
ARI_0060_C01_210_1;15191;TN2BSC2;10.10749;37.0572;outdoor;1;811;;40;;;2G;22103;605;1;macro;15705;1
ARI_0060_C01_210_2;15192;TN2BSC2;10.10749;37.0572;outdoor;2;811;;130;;;2G;22103;605;1;macro;31212;1
ARI_0060_C01_210_3;15193;TN2BSC2;10.10749;37.0572;outdoor;3;811;;230;;;2G;22103;605;1;macro;31533;1
ARI_0061_C02_309_1;8121;TN1BSC1;10.25522;36.88105;outdoor;1;812;;20;;;2G;10003;605;1;macro;561;1
ARI_0061_C02_309_2;8122;TN1BSC1;10.25522;36.88105;outdoor;2;812;;180;;;2G;10003;605;1;macro;2676;1
ARI_0061_C02_309_3;8123;TN1BSC1;10.25522;36.88105;outdoor;3;812;;290;;;2G;10003;605;1;macro;4047;1
ARI_0061_C02_309_4;9721;TN1BSC1;10.25522;36.88105;outdoor;4;812;;100;;;2G;10003;605;1;macro;2029;1
ARI_0062_C05_110_4;9611;TN2BSC1;10.03925955;36.91457259;outdoor;4;813;;150;;;2G;10014;605;1;macro;5951;1
ARI_0062_C08_110_1;8131;TN2BSC1;10.03925955;36.91457259;outdoor;1;813;;0;;;2G;10014;605;1;macro;32159;1
ARI_0062_C08_110_2;8132;TN2BSC1;10.03925955;36.91457259;outdoor;2;813;;80;;;2G;10014;605;1;macro;1505;1
ARI_0062_C08_110_3;8133;TN2BSC1;10.03925955;36.91457259;outdoor;3;813;;220;;;2G;10014;605;1;macro;3552;1
ARI_0063_C02_110_1;8141;TN1BSC1;10.26374;36.87095;outdoor;1;814;;30;;;2G;10003;605;1;macro;1159;1
ARI_0063_C02_110_2;8142;TN1BSC1;10.26374;36.87095;outdoor;2;814;;130;;;2G;10003;605;1;macro;1209;1
ARI_0063_C02_110_3;8143;TN1BSC1;10.26374;36.87095;outdoor;3;814;;270;;;2G;10003;605;1;macro;655;1
ARI_0064_C04_110_1;8151;TN1BSC1;10.263814;36.879658;outdoor;1;815;;20;;;2G;10003;605;1;macro;946;1
ARI_0064_C04_110_2;8152;TN1BSC1;10.263814;36.879658;outdoor;2;815;;140;;;2G;10003;605;1;macro;666;1
ARI_0064_C04_110_3;8153;TN1BSC1;10.263814;36.879658;outdoor;3;815;;240;;;2G;10003;605;1;macro;486;1
ARI_0066_C07_110_1;8171;TN1BSC1;10.24266389;36.87916389;outdoor;1;817;;40;;;2G;10003;605;1;macro;4330;1
ARI_0066_C07_110_2;8172;TN1BSC1;10.24266389;36.87916389;outdoor;2;817;;170;;;2G;10003;605;1;macro;1265;1
ARI_0066_C07_110_3;8173;TN1BSC1;10.24266389;36.87916389;outdoor;3;817;;300;;;2G;10003;605;1;macro;34306;1
ARI_0067_C01_110_1;8181;TN1BSC1;10.2240278;36.8726889;outdoor;1;818;;90;;;2G;10003;605;1;macro;984;1
ARI_0067_C01_110_2;8182;TN1BSC1;10.2240278;36.8726889;outdoor;2;818;;190;;;2G;10003;605;1;macro;2318;1
ARI_0067_C01_110_3;8183;TN1BSC1;10.2240278;36.8726889;outdoor;3;818;;310;;;2G;10003;605;1;macro;916;1
ARI_0069_C01_311_1;8201;TN1BSC1;10.21887778;36.88199167;outdoor;1;820;;10;;;2G;10003;605;1;macro;20831;1
ARI_0069_C01_311_2;8202;TN1BSC1;10.21887778;36.88199167;outdoor;2;820;;160;;;2G;10003;605;1;macro;23115;1
ARI_0069_C01_311_3;8203;TN1BSC1;10.21887778;36.88199167;outdoor;3;820;;280;;;2G;10003;605;1;macro;2035;1
ARI_0069_C01_311_4;9791;TN1BSC1;10.21887778;36.88199167;outdoor;4;820;;90;;;2G;10003;605;1;macro;567;1
ARI_0070_C03_110_1;8211;TN1BSC1;10.23016667;36.886;outdoor;1;821;;110;;;2G;10003;605;1;macro;1130;1
ARI_0070_C03_110_2;8212;TN1BSC1;10.23016667;36.886;outdoor;2;821;;220;;;2G;10003;605;1;macro;1753;1
ARI_0070_C03_110_3;8213;TN1BSC1;10.23016667;36.886;outdoor;3;821;;350;;;2G;10003;605;1;macro;1653;1
ARI_0071_C03_110_1;8221;TN1BSC1;10.224967;36.889342;outdoor;1;822;;50;;;2G;10003;605;1;macro;850;1
ARI_0071_C03_110_2;8222;TN1BSC1;10.224967;36.889342;outdoor;2;822;;185;;;2G;10003;605;1;macro;562;1
ARI_0071_C03_110_3;8223;TN1BSC1;10.224967;36.889342;outdoor;3;822;;330;;;2G;10003;605;1;macro;18470;1
ARI_0074_C01_110_1;8251;TN1BSC1;10.21446;36.89383;outdoor;1;825;;60;;;2G;10003;605;1;macro;1242;1
ARI_0074_C01_110_2;8252;TN1BSC1;10.21446;36.89383;outdoor;2;825;;180;;;2G;10003;605;1;macro;1592;1
ARI_0074_C01_110_3;8253;TN1BSC1;10.21446;36.89383;outdoor;3;825;;300;;;2G;10003;605;1;macro;992;1
