CellName;Cell_ID;BSC;BSC_ID;Latitude_Sector;Longitude_Sector;CoverageType;Sector;SiteID;Market;Azimuth;HorizBeamwidth;VertBeamwidth;Technology;LAC;SAC;eNodeBID;Downtilt;Electrical_DownTilt;mcc;mnc;RF_Solution;expected_cell_range;antenna_id
ARI_0002_C01_309_u4;7534;TN2RNC1;111;36.8782739;10.11469695;outdoor;1;753;;10;;;3G;10014;15034;;;;605;1;macro;28951;1
ARI_0002_C01_309_u5;7535;TN2RNC1;111;36.8782739;10.11469695;outdoor;2;753;;170;;;3G;10014;15035;;;;605;1;macro;716;1
ARI_0002_C01_309_u6;7536;TN2RNC1;111;36.8782739;10.11469695;outdoor;3;753;;270;;;3G;10014;15036;;;;605;1;macro;722;1
ARI_0002_C01_309_v7;7537;TN2RNC1;111;36.8782739;10.11469695;outdoor;1;753;;10;;;3G;10014;15037;;;;605;1;macro;1302;1
ARI_0002_C01_309_v8;7538;TN2RNC1;111;36.8782739;10.11469695;outdoor;2;753;;170;;;3G;10014;15038;;;;605;1;macro;716;1
ARI_0002_C01_309_v9;7539;TN2RNC1;111;36.8782739;10.11469695;outdoor;3;753;;270;;;3G;10014;15039;;;;605;1;macro;722;1
ARI_0003_C01_309_q4;10004;TN2RNC1;111;36.89404;10.16641;outdoor;4;754;;70;;;3G;10016;17504;;;;605;1;macro;2915;1
ARI_0003_C01_309_r7;10007;TN2RNC1;111;36.89404;10.16641;outdoor;4;754;;70;;;3G;10016;17507;;;;605;1;macro;2915;1
ARI_0003_C01_309_u4;7544;TN2RNC1;111;36.89404;10.16641;outdoor;1;754;;160;;;3G;10016;15044;;;;605;1;macro;630;1
ARI_0003_C01_309_u5;7545;TN2RNC1;111;36.89404;10.16641;outdoor;2;754;;250;;;3G;10016;15045;;;;605;1;macro;550;1
ARI_0003_C01_309_u6;7546;TN2RNC1;111;36.89404;10.16641;outdoor;3;754;;340;;;3G;10016;15046;;;;605;1;macro;712;1
ARI_0003_C01_309_v7;7547;TN2RNC1;111;36.89404;10.16641;outdoor;1;754;;160;;;3G;10016;15047;;;;605;1;macro;630;1
ARI_0003_C01_309_v8;7548;TN2RNC1;111;36.89404;10.16641;outdoor;2;754;;250;;;3G;10016;15048;;;;605;1;macro;231;1
ARI_0003_C01_309_v9;7549;TN2RNC1;111;36.89404;10.16641;outdoor;3;754;;340;;;3G;10016;15049;;;;605;1;macro;250;1
ARI_0004_C01_309_u4;7554;TN1RNC1;1;36.91927778;10.18013889;outdoor;1;755;;0;;;3G;10003;15054;;;;605;1;macro;25263;1
ARI_0004_C01_309_u5;7555;TN1RNC1;1;36.91927778;10.18013889;outdoor;2;755;;90;;;3G;10003;15055;;;;605;1;macro;2981;1
ARI_0004_C01_309_u6;7556;TN1RNC1;1;36.91927778;10.18013889;outdoor;3;755;;180;;;3G;10003;15056;;;;605;1;macro;1225;1
ARI_0004_C01_309_v7;7557;TN1RNC1;1;36.91927778;10.18013889;outdoor;1;755;;0;;;3G;10003;15057;;;;605;1;macro;25263;1
ARI_0004_C01_309_v8;7558;TN1RNC1;1;36.91927778;10.18013889;outdoor;2;755;;90;;;3G;10003;15058;;;;605;1;macro;547;1
ARI_0004_C01_309_v9;7559;TN1RNC1;1;36.91927778;10.18013889;outdoor;3;755;;180;;;3G;10003;15059;;;;605;1;macro;1225;1
ARI_0005_C02_309_q4;14824;TN1RNC1;1;36.88750278;10.21615556;outdoor;4;756;;310;;;3G;10003;22324;;;;605;1;macro;6248;1
ARI_0005_C02_309_r7;14827;TN1RNC1;1;36.88750278;10.21615556;outdoor;4;756;;310;;;3G;10003;22327;;;;605;1;macro;6248;1
ARI_0005_C02_309_u4;7564;TN1RNC1;1;36.88750278;10.21615556;outdoor;1;756;;30;;;3G;10003;15064;;;;605;1;macro;685;1
ARI_0005_C02_309_u5;7565;TN1RNC1;1;36.88750278;10.21615556;outdoor;2;756;;150;;;3G;10003;15065;;;;605;1;macro;620;1
ARI_0005_C02_309_u6;7566;TN1RNC1;1;36.88750278;10.21615556;outdoor;3;756;;270;;;3G;10003;15066;;;;605;1;macro;1458;1
ARI_0005_C02_309_v7;7567;TN1RNC1;1;36.88750278;10.21615556;outdoor;1;756;;30;;;3G;10003;15067;;;;605;1;macro;685;1
ARI_0005_C02_309_v8;7568;TN1RNC1;1;36.88750278;10.21615556;outdoor;2;756;;150;;;3G;10003;15068;;;;605;1;macro;620;1
ARI_0005_C02_309_v9;7569;TN1RNC1;1;36.88750278;10.21615556;outdoor;3;756;;270;;;3G;10003;15069;;;;605;1;macro;1458;1
ARI_0006_C03_309_u4;7574;TN2RNC1;111;36.84730556;10.09375;outdoor;1;757;;30;;;3G;10019;15074;;;;605;1;macro;910;1
ARI_0006_C03_309_u5;7575;TN2RNC1;111;36.84730556;10.09375;outdoor;2;757;;150;;;3G;10019;15075;;;;605;1;macro;5842;1
ARI_0006_C03_309_u6;7576;TN2RNC1;111;36.84730556;10.09375;outdoor;3;757;;230;;;3G;10019;15076;;;;605;1;macro;15542;1
ARI_0006_C03_309_v7;7577;TN2RNC1;111;36.84730556;10.09375;outdoor;1;757;;30;;;3G;10019;15077;;;;605;1;macro;910;1
ARI_0006_C03_309_v8;7578;TN2RNC1;111;36.84730556;10.09375;outdoor;2;757;;150;;;3G;10019;15078;;;;605;1;macro;5842;1
ARI_0006_C03_309_v9;7579;TN2RNC1;111;36.84730556;10.09375;outdoor;3;757;;230;;;3G;10019;15079;;;;605;1;macro;15542;1
ARI_0007_C01_309_u4;7584;TN1RNC1;1;36.95344167;10.19336111;outdoor;1;758;;70;;;3G;10003;15084;;;;605;1;macro;25642;1
ARI_0007_C01_309_u5;7585;TN1RNC1;1;36.95344167;10.19336111;outdoor;2;758;;200;;;3G;10003;15085;;;;605;1;macro;14653;1
ARI_0007_C01_309_u6;7586;TN1RNC1;1;36.95344167;10.19336111;outdoor;3;758;;300;;;3G;10003;15086;;;;605;1;macro;34554;1
ARI_0007_C01_309_v7;7587;TN1RNC1;1;36.95344167;10.19336111;outdoor;1;758;;70;;;3G;10003;15087;;;;605;1;macro;25642;1
ARI_0007_C01_309_v8;7588;TN1RNC1;1;36.95344167;10.19336111;outdoor;2;758;;200;;;3G;10003;15088;;;;605;1;macro;14653;1
ARI_0007_C01_309_v9;7589;TN1RNC1;1;36.95344167;10.19336111;outdoor;3;758;;300;;;3G;10003;15089;;;;605;1;macro;34554;1
ARI_0008_C01_309_u4;7594;TN2RNC1;111;36.89705556;10.12319444;outdoor;1;759;;15;;;3G;10014;15094;;;;605;1;macro;25758;1
ARI_0008_C01_309_u5;7595;TN2RNC1;111;36.89705556;10.12319444;outdoor;2;759;;150;;;3G;10014;15095;;;;605;1;macro;1933;1
ARI_0008_C01_309_u6;7596;TN2RNC1;111;36.89705556;10.12319444;outdoor;3;759;;310;;;3G;10014;15096;;;;605;1;macro;31346;1
ARI_0008_C01_309_v7;7597;TN2RNC1;111;36.89705556;10.12319444;outdoor;1;759;;15;;;3G;10014;15097;;;;605;1;macro;25758;1
ARI_0008_C01_309_v8;7598;TN2RNC1;111;36.89705556;10.12319444;outdoor;2;759;;150;;;3G;10014;15098;;;;605;1;macro;1933;1
ARI_0008_C01_309_v9;7599;TN2RNC1;111;36.89705556;10.12319444;outdoor;3;759;;310;;;3G;10014;15099;;;;605;1;macro;31346;1
ARI_0009_C02_309_u4;7604;TN2RNC1;111;36.836;10.09066667;outdoor;1;760;;90;;;3G;10019;15104;;;;605;1;macro;465;1
ARI_0009_C02_309_u5;7605;TN2RNC1;111;36.836;10.09066667;outdoor;2;760;;190;;;3G;10019;15105;;;;605;1;macro;760;1
ARI_0009_C02_309_u6;7606;TN2RNC1;111;36.836;10.09066667;outdoor;3;760;;340;;;3G;10019;15106;;;;605;1;macro;4292;1
ARI_0009_C02_309_v7;7607;TN2RNC1;111;36.836;10.09066667;outdoor;1;760;;90;;;3G;10019;15107;;;;605;1;macro;465;1
ARI_0009_C02_309_v8;7608;TN2RNC1;111;36.836;10.09066667;outdoor;2;760;;190;;;3G;10019;15108;;;;605;1;macro;760;1
ARI_0009_C02_309_v9;7609;TN2RNC1;111;36.836;10.09066667;outdoor;3;760;;340;;;3G;10019;15109;;;;605;1;macro;4292;1
ARI_0010_C02_309_u4;7614;TN2RNC1;111;36.85619444;10.20375;outdoor;1;761;;80;;;3G;10016;15114;;;;605;1;macro;784;1
ARI_0010_C02_309_u5;7615;TN2RNC1;111;36.85619444;10.20375;outdoor;2;761;;225;;;3G;10016;15115;;;;605;1;macro;430;1
ARI_0010_C02_309_u6;7616;TN2RNC1;111;36.85619444;10.20375;outdoor;3;761;;330;;;3G;10016;15116;;;;605;1;macro;494;1
ARI_0010_C02_309_V7;7617;TN2RNC1;111;36.85619444;10.20375;outdoor;1;761;;80;;;3G;10016;15117;;;;605;1;macro;784;1
ARI_0010_C02_309_v8;7618;TN2RNC1;111;36.85619444;10.20375;outdoor;2;761;;225;;;3G;10016;15118;;;;605;1;macro;275;1
ARI_0010_C02_309_v9;7619;TN2RNC1;111;36.85619444;10.20375;outdoor;3;761;;330;;;3G;10016;15119;;;;605;1;macro;494;1
ARI_0012_C01_309_s6;9856;TN2RNC1;111;36.85244444;10.18427778;outdoor;3;763;;2;;;3G;10012;17356;;;;605;1;macro;415;1
ARI_0012_C01_309_u4;7634;TN2RNC1;111;36.85244444;10.18427778;outdoor;1;763;;110;;;3G;10012;15134;;;;605;1;macro;1015;1
ARI_0012_C01_309_u5;7635;TN2RNC1;111;36.85244444;10.18427778;outdoor;2;763;;210;;;3G;10012;15135;;;;605;1;macro;491;1
ARI_0012_C01_309_u6;7636;TN2RNC1;111;36.85244444;10.18427778;outdoor;3;763;;340;;;3G;10012;15136;;;;605;1;macro;415;1
ARI_0012_C01_309_v7;7637;TN2RNC1;111;36.85244444;10.18427778;outdoor;1;763;;110;;;3G;10012;15137;;;;605;1;macro;1015;1
ARI_0012_C01_309_v8;7638;TN2RNC1;111;36.85244444;10.18427778;outdoor;2;763;;210;;;3G;10012;15138;;;;605;1;macro;491;1
ARI_0012_C01_309_v9;7639;TN2RNC1;111;36.85244444;10.18427778;outdoor;3;763;;340;;;3G;10012;15139;;;;605;1;macro;415;1
ARI_0013_C01_309_q4;9954;TN2RNC1;111;36.85771;10.19001;outdoor;4;764;;0;;;3G;10016;17454;;;;605;1;macro;601;1
ARI_0013_C01_309_r7;9957;TN2RNC1;111;36.85771;10.19001;outdoor;4;764;;0;;;3G;10016;17457;;;;605;1;macro;601;1
ARI_0013_C01_309_u4;7644;TN2RNC1;111;36.85771;10.19001;outdoor;1;764;;80;;;3G;10016;15144;;;;605;1;macro;870;1
ARI_0013_C01_309_u5;7645;TN2RNC1;111;36.85771;10.19001;outdoor;2;764;;170;;;3G;10016;15145;;;;605;1;macro;968;1
ARI_0013_C01_309_u6;7646;TN2RNC1;111;36.85771;10.19001;outdoor;3;764;;270;;;3G;10016;15146;;;;605;1;macro;663;1
ARI_0013_C01_309_v7;7647;TN2RNC1;111;36.85771;10.19001;outdoor;1;764;;80;;;3G;10016;15147;;;;605;1;macro;870;1
ARI_0013_C01_309_v8;7648;TN2RNC1;111;36.85771;10.19001;outdoor;2;764;;170;;;3G;10016;15148;;;;605;1;macro;270;1
ARI_0013_C01_309_v9;7649;TN2RNC1;111;36.85771;10.19001;outdoor;3;764;;270;;;3G;10016;15149;;;;605;1;macro;663;1
ARI_0015_C01_309_u4;7664;TN1RNC1;1;36.87586111;10.23099722;outdoor;1;766;;80;;;3G;10003;15164;;;;605;1;macro;878;1
ARI_0015_C01_309_u5;7665;TN1RNC1;1;36.87586111;10.23099722;outdoor;2;766;;240;;;3G;10003;15165;;;;605;1;macro;470;1
ARI_0015_C01_309_u6;7666;TN1RNC1;1;36.87586111;10.23099722;outdoor;3;766;;330;;;3G;10003;15166;;;;605;1;macro;636;1
ARI_0015_C01_309_v7;7667;TN1RNC1;1;36.87586111;10.23099722;outdoor;1;766;;80;;;3G;10003;15167;;;;605;1;macro;878;1
ARI_0015_C01_309_v8;7668;TN1RNC1;1;36.87586111;10.23099722;outdoor;2;766;;240;;;3G;10003;15168;;;;605;1;macro;470;1
ARI_0015_C01_309_v9;7669;TN1RNC1;1;36.87586111;10.23099722;outdoor;3;766;;330;;;3G;10003;15169;;;;605;1;macro;636;1
ARI_0016_C04_309_u4;7674;TN1RNC1;1;36.88356;10.206861;outdoor;1;767;;50;;;3G;10003;15174;;;;605;1;macro;1556;1
ARI_0016_C04_309_u5;7675;TN1RNC1;1;36.88356;10.206861;outdoor;2;767;;180;;;3G;10003;15175;;;;605;1;macro;23839;1
ARI_0016_C04_309_u6;7676;TN1RNC1;1;36.88356;10.206861;outdoor;3;767;;280;;;3G;10003;15176;;;;605;1;macro;1015;1
ARI_0016_C04_309_v7;7677;TN1RNC1;1;36.88356;10.206861;outdoor;1;767;;50;;;3G;10003;15177;;;;605;1;macro;249;1
ARI_0016_C04_309_v8;7678;TN1RNC1;1;36.88356;10.206861;outdoor;2;767;;180;;;3G;10003;15178;;;;605;1;macro;23839;1
ARI_0016_C04_309_v9;7679;TN1RNC1;1;36.88356;10.206861;outdoor;3;767;;280;;;3G;10003;15179;;;;605;1;macro;1015;1
ARI_0017_C04_309_u4;7684;TN1RNC1;1;36.86572222;10.25813889;outdoor;1;768;;30;;;3G;10003;15184;;;;605;1;macro;1092;1
ARI_0017_C04_309_u5;7685;TN1RNC1;1;36.86572222;10.25813889;outdoor;2;768;;150;;;3G;10003;15185;;;;605;1;macro;407;1
ARI_0017_C04_309_u6;7686;TN1RNC1;1;36.86572222;10.25813889;outdoor;3;768;;270;;;3G;10003;15186;;;;605;1;macro;515;1
ARI_0017_C04_309_v7;7687;TN1RNC1;1;36.86572222;10.25813889;outdoor;1;768;;30;;;3G;10003;15187;;;;605;1;macro;1092;1
ARI_0017_C04_309_v8;7688;TN1RNC1;1;36.86572222;10.25813889;outdoor;2;768;;150;;;3G;10003;15188;;;;605;1;macro;407;1
ARI_0017_C04_309_v9;7689;TN1RNC1;1;36.86572222;10.25813889;outdoor;3;768;;270;;;3G;10003;15189;;;;605;1;macro;515;1
ARI_0018_C04_309_q4;9974;TN2RNC1;111;36.86456;10.19648;outdoor;4;769;;220;;;3G;10016;17474;;;;605;1;macro;547;1
ARI_0018_C04_309_r7;9977;TN2RNC1;111;36.86456;10.19648;outdoor;4;769;;220;;;3G;10016;17477;;;;605;1;macro;258;1
ARI_0018_C04_309_u4;7694;TN2RNC1;111;36.86456;10.19648;outdoor;1;769;;30;;;3G;10016;15194;;;;605;1;macro;647;1
ARI_0018_C04_309_u5;7695;TN2RNC1;111;36.86456;10.19648;outdoor;2;769;;150;;;3G;10016;15195;;;;605;1;macro;575;1
ARI_0018_C04_309_u6;7696;TN2RNC1;111;36.86456;10.19648;outdoor;3;769;;310;;;3G;10016;15196;;;;605;1;macro;511;1
ARI_0018_C04_309_v7;7697;TN2RNC1;111;36.86456;10.19648;outdoor;1;769;;30;;;3G;10016;15197;;;;605;1;macro;129;1
ARI_0018_C04_309_v8;7698;TN2RNC1;111;36.86456;10.19648;outdoor;2;769;;150;;;3G;10016;15198;;;;605;1;macro;575;1
ARI_0018_C04_309_v9;7699;TN2RNC1;111;36.86456;10.19648;outdoor;3;769;;310;;;3G;10016;15199;;;;605;1;macro;321;1
ARI_0019_C02_309_u4;7704;TN2RNC1;111;36.87583333;10.1965;outdoor;1;770;;20;;;3G;10016;15204;;;;605;1;macro;534;1
ARI_0019_C02_309_u5;7705;TN2RNC1;111;36.87583333;10.1965;outdoor;2;770;;150;;;3G;10016;15205;;;;605;1;macro;607;1
ARI_0019_C02_309_u6;7706;TN2RNC1;111;36.87583333;10.1965;outdoor;3;770;;270;;;3G;10016;15206;;;;605;1;macro;573;1
ARI_0019_C02_309_v7;7707;TN2RNC1;111;36.87583333;10.1965;outdoor;1;770;;20;;;3G;10016;15207;;;;605;1;macro;788;1
ARI_0019_C02_309_v8;7708;TN2RNC1;111;36.87583333;10.1965;outdoor;2;770;;150;;;3G;10016;15208;;;;605;1;macro;607;1
ARI_0019_C02_309_v9;7709;TN2RNC1;111;36.87583333;10.1965;outdoor;3;770;;270;;;3G;10016;15209;;;;605;1;macro;573;1
ARI_0020_C02_309_u4;7714;TN1RNC1;1;36.87556;10.21216;outdoor;1;771;;30;;;3G;10003;15214;;;;605;1;macro;613;1
ARI_0020_C02_309_u5;7715;TN1RNC1;1;36.87556;10.21216;outdoor;2;771;;150;;;3G;10003;15215;;;;605;1;macro;452;1
ARI_0020_C02_309_u6;7716;TN1RNC1;1;36.87556;10.21216;outdoor;3;771;;280;;;3G;10003;15216;;;;605;1;macro;415;1
ARI_0020_C02_309_v7;7717;TN1RNC1;1;36.87556;10.21216;outdoor;1;771;;30;;;3G;10003;15217;;;;605;1;macro;613;1
ARI_0020_C02_309_v8;7718;TN1RNC1;1;36.87556;10.21216;outdoor;2;771;;150;;;3G;10003;15218;;;;605;1;macro;153;1
ARI_0020_C02_309_v9;7719;TN1RNC1;1;36.87556;10.21216;outdoor;3;771;;280;;;3G;10003;15219;;;;605;1;macro;415;1
ARI_0021_C01_309_u4;7724;TN1RNC1;1;36.87155556;10.21847222;outdoor;1;772;;30;;;3G;10003;15224;;;;605;1;macro;8199;1
ARI_0021_C01_309_u5;7725;TN1RNC1;1;36.87155556;10.21847222;outdoor;2;772;;150;;;3G;10003;15225;;;;605;1;macro;375;1
ARI_0021_C01_309_u6;7726;TN1RNC1;1;36.87155556;10.21847222;outdoor;3;772;;270;;;3G;10003;15226;;;;605;1;macro;512;1
ARI_0021_C01_309_v7;7727;TN1RNC1;1;36.87155556;10.21847222;outdoor;1;772;;30;;;3G;10003;15227;;;;605;1;macro;8199;1
ARI_0021_C01_309_v8;7728;TN1RNC1;1;36.87155556;10.21847222;outdoor;2;772;;150;;;3G;10003;15228;;;;605;1;macro;375;1
ARI_0021_C01_309_v9;7729;TN1RNC1;1;36.87155556;10.21847222;outdoor;3;772;;270;;;3G;10003;15229;;;;605;1;macro;512;1
ARI_0022_C02_309_s5;9765;TN1RNC1;1;36.86575;10.2465833;outdoor;2;773;;162;;;3G;10003;17265;;;;605;1;macro;490;1
ARI_0022_C02_309_u4;7734;TN1RNC1;1;36.86575;10.2465833;outdoor;1;773;;50;;;3G;10003;15234;;;;605;1;macro;879;1
ARI_0022_C02_309_u5;7735;TN1RNC1;1;36.86575;10.2465833;outdoor;2;773;;140;;;3G;10003;15235;;;;605;1;macro;490;1
ARI_0022_C02_309_u6;7736;TN1RNC1;1;36.86575;10.2465833;outdoor;3;773;;270;;;3G;10003;15236;;;;605;1;macro;389;1
ARI_0022_C02_309_v7;7737;TN1RNC1;1;36.86575;10.2465833;outdoor;1;773;;50;;;3G;10003;15237;;;;605;1;macro;291;1
ARI_0022_C02_309_v8;7738;TN1RNC1;1;36.86575;10.2465833;outdoor;2;773;;140;;;3G;10003;15238;;;;605;1;macro;490;1
ARI_0022_C02_309_v9;7739;TN1RNC1;1;36.86575;10.2465833;outdoor;3;773;;270;;;3G;10003;15239;;;;605;1;macro;389;1
ARI_0023_C04_309_u4;7744;TN2RNC1;111;36.86872778;10.17066944;outdoor;1;774;;85;;;3G;10014;15244;;;;605;1;macro;1023;1
ARI_0023_C04_309_u5;7745;TN2RNC1;111;36.86872778;10.17066944;outdoor;2;774;;190;;;3G;10014;15245;;;;605;1;macro;700;1
ARI_0023_C04_309_u6;7746;TN2RNC1;111;36.86872778;10.17066944;outdoor;3;774;;270;;;3G;10014;15246;;;;605;1;macro;1367;1
ARI_0023_C04_309_v7;7747;TN2RNC1;111;36.86872778;10.17066944;outdoor;1;774;;85;;;3G;10014;15247;;;;605;1;macro;1023;1
ARI_0023_C04_309_v8;7748;TN2RNC1;111;36.86872778;10.17066944;outdoor;2;774;;190;;;3G;10014;15248;;;;605;1;macro;700;1
ARI_0023_C04_309_v9;7749;TN2RNC1;111;36.86872778;10.17066944;outdoor;3;774;;270;;;3G;10014;15249;;;;605;1;macro;1367;1
ARI_0024_C07_309_s6;56716;TN2RNC1;111;36.8348056;10.098;outdoor;3;775;;355;;;3G;10019;6716;;;;605;1;macro;-;1
ARI_0024_C07_309_u4;7754;TN2RNC1;111;36.8348056;10.098;outdoor;1;775;;120;;;3G;10019;15254;;;;605;1;macro;926;1
ARI_0024_C07_309_u5;7755;TN2RNC1;111;36.8348056;10.098;outdoor;2;775;;250;;;3G;10019;15255;;;;605;1;macro;1121;1
ARI_0024_C07_309_u6;7756;TN2RNC1;111;36.8348056;10.098;outdoor;3;775;;340;;;3G;10019;15256;;;;605;1;macro;4549;1
ARI_0024_C07_309_v7;7757;TN2RNC1;111;36.8348056;10.098;outdoor;1;775;;120;;;3G;10019;15257;;;;605;1;macro;926;1
ARI_0024_C07_309_v8;7758;TN2RNC1;111;36.8348056;10.098;outdoor;2;775;;250;;;3G;10019;15258;;;;605;1;macro;1121;1
ARI_0024_C07_309_v9;7759;TN2RNC1;111;36.8348056;10.098;outdoor;3;775;;340;;;3G;10019;15259;;;;605;1;macro;4549;1
ARI_0025_C03_309_q4;9944;TN2RNC1;111;36.84616667;10.10297222;outdoor;4;776;;320;;;3G;10019;17444;;;;605;1;macro;3388;1
ARI_0025_C03_309_r7;9947;TN2RNC1;111;36.84616667;10.10297222;outdoor;4;776;;320;;;3G;10019;17447;;;;605;1;macro;3388;1
ARI_0025_C03_309_u4;7764;TN2RNC1;111;36.84616667;10.10297222;outdoor;1;776;;70;;;3G;10019;15264;;;;605;1;macro;428;1
ARI_0025_C03_309_u5;7765;TN2RNC1;111;36.84616667;10.10297222;outdoor;2;776;;150;;;3G;10019;15265;;;;605;1;macro;593;1
ARI_0025_C03_309_u6;7766;TN2RNC1;111;36.84616667;10.10297222;outdoor;3;776;;240;;;3G;10019;15266;;;;605;1;macro;561;1
ARI_0025_C03_309_v7;7767;TN2RNC1;111;36.84616667;10.10297222;outdoor;1;776;;70;;;3G;10019;15267;;;;605;1;macro;197;1
ARI_0025_C03_309_v8;7768;TN2RNC1;111;36.84616667;10.10297222;outdoor;2;776;;150;;;3G;10019;15268;;;;605;1;macro;593;1
ARI_0025_C03_309_v9;7769;TN2RNC1;111;36.84616667;10.10297222;outdoor;3;776;;240;;;3G;10019;15269;;;;605;1;macro;561;1
ARI_0027_C01_309_u4;7784;TN2RNC1;111;36.85197222;10.10844444;outdoor;1;778;;30;;;3G;10014;15284;;;;605;1;macro;1413;1
ARI_0027_C01_309_u5;7785;TN2RNC1;111;36.85197222;10.10844444;outdoor;2;778;;160;;;3G;10014;15285;;;;605;1;macro;1637;1
ARI_0027_C01_309_u6;7786;TN2RNC1;111;36.85197222;10.10844444;outdoor;3;778;;270;;;3G;10014;15286;;;;605;1;macro;3494;1
ARI_0027_C01_309_v7;7787;TN2RNC1;111;36.85197222;10.10844444;outdoor;1;778;;30;;;3G;10014;15287;;;;605;1;macro;1413;1
ARI_0027_C01_309_v8;7788;TN2RNC1;111;36.85197222;10.10844444;outdoor;2;778;;160;;;3G;10014;15288;;;;605;1;macro;1637;1
ARI_0027_C01_309_v9;7789;TN2RNC1;111;36.85197222;10.10844444;outdoor;3;778;;270;;;3G;10014;15289;;;;605;1;macro;3494;1
ARI_0028_C01_309_u4;7794;TN2RNC1;111;36.838525;10.10875;outdoor;1;779;;30;;;3G;10019;15294;;;;605;1;macro;503;1
ARI_0028_C01_309_u5;7795;TN2RNC1;111;36.838525;10.10875;outdoor;2;779;;130;;;3G;10019;15295;;;;605;1;macro;337;1
ARI_0028_C01_309_u6;7796;TN2RNC1;111;36.838525;10.10875;outdoor;3;779;;270;;;3G;10019;15296;;;;605;1;macro;470;1
ARI_0028_C01_309_v7;7797;TN2RNC1;111;36.838525;10.10875;outdoor;1;779;;30;;;3G;10019;15297;;;;605;1;macro;503;1
ARI_0028_C01_309_v8;7798;TN2RNC1;111;36.838525;10.10875;outdoor;2;779;;130;;;3G;10019;15298;;;;605;1;macro;234;1
ARI_0028_C01_309_v9;7799;TN2RNC1;111;36.838525;10.10875;outdoor;3;779;;270;;;3G;10019;15299;;;;605;1;macro;470;1
ARI_0029_C01_309_s4;9654;TN2RNC1;111;36.83475;10.11006;outdoor;1;780;;92;;;3G;10019;17154;;;;605;1;macro;327;1
ARI_0029_C01_309_u4;7804;TN2RNC1;111;36.83475;10.11006;outdoor;1;780;;70;;;3G;10019;15304;;;;605;1;macro;327;1
ARI_0029_C01_309_u5;7805;TN2RNC1;111;36.83475;10.11006;outdoor;2;780;;150;;;3G;10019;15305;;;;605;1;macro;394;1
ARI_0029_C01_309_u6;7806;TN2RNC1;111;36.83475;10.11006;outdoor;3;780;;270;;;3G;10019;15306;;;;605;1;macro;400;1
ARI_0029_C01_309_v7;7807;TN2RNC1;111;36.83475;10.11006;outdoor;1;780;;70;;;3G;10019;15307;;;;605;1;macro;327;1
ARI_0029_C01_309_v8;7808;TN2RNC1;111;36.83475;10.11006;outdoor;2;780;;150;;;3G;10019;15308;;;;605;1;macro;394;1
ARI_0029_C01_309_v9;7809;TN2RNC1;111;36.83475;10.11006;outdoor;3;780;;270;;;3G;10019;15309;;;;605;1;macro;400;1
ARI_0031_C01_309_c4;9454;TN2RNC1;111;36.838167;10.100333;outdoor;4;782;;345;;;3G;10019;16954;;;;605;1;macro;-;1
ARI_0031_C01_309_q4;9844;TN2RNC1;111;36.838167;10.100333;outdoor;4;782;;330;;;3G;10019;17344;;;;605;1;macro;4342;1
ARI_0031_C01_309_r7;9847;TN2RNC1;111;36.838167;10.100333;outdoor;4;782;;330;;;3G;10019;17347;;;;605;1;macro;4342;1
ARI_0031_C01_309_u4;7824;TN2RNC1;111;36.838167;10.100333;outdoor;1;782;;30;;;3G;10019;15324;;;;605;1;macro;426;1
ARI_0031_C01_309_u5;7825;TN2RNC1;111;36.838167;10.100333;outdoor;2;782;;140;;;3G;10019;15325;;;;605;1;macro;460;1
ARI_0031_C01_309_u6;7826;TN2RNC1;111;36.838167;10.100333;outdoor;3;782;;250;;;3G;10019;15326;;;;605;1;macro;561;1
ARI_0031_C01_309_v7;7827;TN2RNC1;111;36.838167;10.100333;outdoor;1;782;;30;;;3G;10019;15327;;;;605;1;macro;426;1
ARI_0031_C01_309_v8;7828;TN2RNC1;111;36.838167;10.100333;outdoor;2;782;;140;;;3G;10019;15328;;;;605;1;macro;460;1
ARI_0031_C01_309_v9;7829;TN2RNC1;111;36.838167;10.100333;outdoor;3;782;;250;;;3G;10019;15329;;;;605;1;macro;561;1
ARI_0032_C01_309_u4;7834;TN2RNC1;111;36.82708333;10.10819444;outdoor;1;783;;50;;;3G;10019;15334;;;;605;1;macro;305;1
ARI_0032_C01_309_u5;7835;TN2RNC1;111;36.82708333;10.10819444;outdoor;2;783;;150;;;3G;10019;15335;;;;605;1;macro;1569;1
ARI_0032_C01_309_u6;7836;TN2RNC1;111;36.82708333;10.10819444;outdoor;3;783;;300;;;3G;10019;15336;;;;605;1;macro;556;1
ARI_0032_C01_309_v7;7837;TN2RNC1;111;36.82708333;10.10819444;outdoor;1;783;;50;;;3G;10019;15337;;;;605;1;macro;305;1
ARI_0032_C01_309_v8;7838;TN2RNC1;111;36.82708333;10.10819444;outdoor;2;783;;150;;;3G;10019;15338;;;;605;1;macro;1569;1
ARI_0032_C01_309_v9;7839;TN2RNC1;111;36.82708333;10.10819444;outdoor;3;783;;300;;;3G;10019;15339;;;;605;1;macro;556;1
ARI_0033_C09_309_u4;7844;TN2RNC1;111;36.8319722;10.1189167;outdoor;1;784;;80;;;3G;10019;15344;;;;605;1;macro;881;1
ARI_0033_C09_309_u5;7845;TN2RNC1;111;36.8319722;10.1189167;outdoor;2;784;;200;;;3G;10019;15345;;;;605;1;macro;1044;1
