CellName;Cell_ID;Longitude_Sector;Latitude_Sector;CoverageType;SiteID;Azimuth;HorizBeamwidth;VertBeamwidth;Technology;LAC;eNodeBID;mcc;mnc;Downtilt;Electrical_DownTilt;BSC_ID;RF_Solution;expected_cell_range;Antenna_id
ARI_0002_C01_309_h1;4;10.11469695;36.8782739;outdoor;753;10;;;4G;10014;753;605;1;;;;macro;28951;1
ARI_0002_C01_309_h2;5;10.11469695;36.8782739;outdoor;753;170;;;4G;10014;753;605;1;;;;macro;716;1
ARI_0002_C01_309_h3;6;10.11469695;36.8782739;outdoor;753;270;;;4G;10014;753;605;1;;;;macro;722;1
ARI_0002_C01_309_j1;104;10.11469695;36.8782739;outdoor;753;10;;;4G;10014;753;605;1;;;;macro;2524;1
ARI_0002_C01_309_j2;105;10.11469695;36.8782739;outdoor;753;170;;;4G;10014;753;605;1;;;;macro;581;1
ARI_0002_C01_309_j3;106;10.11469695;36.8782739;outdoor;753;270;;;4G;10014;753;605;1;;;;macro;574;1
ARI_0003_C01_309_f1;1;10.16641;36.89404;outdoor;754;160;;;4G;10016;754;605;1;;;;macro;630;1
ARI_0003_C01_309_f2;2;10.16641;36.89404;outdoor;754;250;;;4G;10016;754;605;1;;;;macro;357;1
ARI_0003_C01_309_f4;11;10.16641;36.89404;outdoor;754;70;;;4G;10016;754;605;1;;;;macro;763;1
ARI_0003_C01_309_h1;4;10.16641;36.89404;outdoor;754;160;;;4G;10016;754;605;1;;;;macro;630;1
ARI_0003_C01_309_h2;5;10.16641;36.89404;outdoor;754;250;; ;4G;10016;754;605;1;;;;macro;550;1
ARI_0003_C01_309_h3;6;10.16641;36.89404;outdoor;754;340;;;4G;10016;754;605;1;;;;macro;712;1
ARI_0003_C01_309_h4;14;10.16641;36.89404;outdoor;754;70;;;4G;10016;754;605;1;;;;macro;2915;1
ARI_0003_C01_309_j1;104;10.16641;36.89404;outdoor;754;160;;;4G;10016;754;605;1;;;;macro;630;1
ARI_0003_C01_309_j2;105;10.16641;36.89404;outdoor;754;250;;;4G;10016;754;605;1;;;;macro;550;1
ARI_0003_C01_309_j4;114;10.16641;36.89404;outdoor;754;70;;;4G;10016;754;605;1;;;;macro;2915;1
ARI_0004_C01_309_f1;1;10.18013889;36.91927778;outdoor;755;0;;;4G;10003;755;605;1;;;;macro;25263;1
ARI_0004_C01_309_f2;2;10.18013889;36.91927778;outdoor;755;90;;;4G;10003;755;605;1;;;;macro;2981;1
ARI_0004_C01_309_f3;3;10.18013889;36.91927778;outdoor;755;180;;;4G;10003;755;605;1;;;;macro;1225;1
ARI_0004_C01_309_h1;4;10.18013889;36.91927778;outdoor;755;0;;;4G;10003;755;605;1;;;;macro;25263;1
ARI_0004_C01_309_h2;5;10.18013889;36.91927778;outdoor;755;90;;;4G;10003;755;605;1;;;;macro;2981;1
ARI_0004_C01_309_h3;6;10.18013889;36.91927778;outdoor;755;180;;;4G;10003;755;605;1;;;;macro;1225;1
ARI_0004_C01_309_j1;104;10.18013889;36.91927778;outdoor;755;0;;;4G;10003;755;605;1;;;;macro;25263;1
ARI_0004_C01_309_j2;105;10.18013889;36.91927778;outdoor;755;90;;;4G;10003;755;605;1;;;;macro;2981;1
ARI_0004_C01_309_j3;106;10.18013889;36.91927778;outdoor;755;180;;;4G;10003;755;605;1;;;;macro;1225;1
ARI_0004_C01_309_l1;7;10.18013889;36.91927778;outdoor;755;0;;;4G;10003;755;605;1;;;;macro;623;1
ARI_0004_C01_309_l2;8;10.18013889;36.91927778;outdoor;755;90;;;4G;10003;755;605;1;;;;macro;382;1
ARI_0004_C01_309_l3;9;10.18013889;36.91927778;outdoor;755;180;;;4G;10003;755;605;1;;;;macro;651;1
ARI_0005_C02_309_f1;1;10.21615556;36.88750278;outdoor;756;30;;;4G;10003;756;605;1;;;;macro;-;1
ARI_0005_C02_309_f2;2;10.21615556;36.88750278;outdoor;756;150;;;4G;10003;756;605;1;;;;macro;620;1
ARI_0005_C02_309_f3;3;10.21615556;36.88750278;outdoor;756;270;;;4G;10003;756;605;1;;;;macro;1458;1
ARI_0005_C02_309_h1;4;10.21615556;36.88750278;outdoor;756;30;;;4G;10003;756;605;1;;;;macro;685;1
ARI_0005_C02_309_h2;5;10.21615556;36.88750278;outdoor;756;150;;;4G;10003;756;605;1;;;;macro;620;1
ARI_0005_C02_309_h3;6;10.21615556;36.88750278;outdoor;756;270;;;4G;10003;756;605;1;;;;macro;1458;1
ARI_0005_C02_309_h4;14;10.21615556;36.88750278;outdoor;756;310;;;4G;10003;756;605;1;;;;macro;6248;1
ARI_0005_C02_309_j1;104;10.21615556;36.88750278;outdoor;756;30;;;4G;10003;756;605;1;;;;macro;685;1
ARI_0005_C02_309_j2;105;10.21615556;36.88750278;outdoor;756;150;;;4G;10003;756;605;1;;;;macro;620;1
ARI_0005_C02_309_j3;106;10.21615556;36.88750278;outdoor;756;270;;;4G;10003;756;605;1;;;;macro;1458;1
ARI_0005_C02_309_j4;114;10.21615556;36.88750278;outdoor;756;310;;;4G;10003;756;605;1;;;;macro;6248;1
ARI_0005_C02_309_l1;7;10.21615556;36.88750278;outdoor;756;30;;;4G;10003;756;605;1;;;;macro;433;1
ARI_0005_C02_309_l2;8;10.21615556;36.88750278;outdoor;756;150;;;4G;10003;756;605;1;;;;macro;380;1
ARI_0005_C02_309_l3;9;10.21615556;36.88750278;outdoor;756;270;;;4G;10003;756;605;1;;;;macro;435;1
ARI_0005_C02_309_l4;17;10.21615556;36.88750278;outdoor;756;310;;;4G;10003;756;605;1;;;;macro;1075;1
ARI_0006_C03_309_f1;1;10.09375;36.84730556;outdoor;757;30;;;4G;10019;757;605;1;;;;macro;910;1
ARI_0006_C03_309_f2;2;10.09375;36.84730556;outdoor;757;150;;;4G;10019;757;605;1;;;;macro;5842;1
ARI_0006_C03_309_f3;3;10.09375;36.84730556;outdoor;757;230;;;4G;10019;757;605;1;;;;macro;15542;1
ARI_0006_C03_309_h1;4;10.09375;36.84730556;outdoor;757;30;;;4G;10019;757;605;1;;;;macro;910;1
ARI_0006_C03_309_h2;5;10.09375;36.84730556;outdoor;757;150;;;4G;10019;757;605;1;;;;macro;5842;1
ARI_0006_C03_309_h3;6;10.09375;36.84730556;outdoor;757;230;;;4G;10019;757;605;1;;;;macro;15542;1
ARI_0006_C03_309_j1;104;10.09375;36.84730556;outdoor;757;30;;;4G;10019;757;605;1;;;;macro;910;1
ARI_0006_C03_309_j2;105;10.09375;36.84730556;outdoor;757;150;;;4G;10019;757;605;1;;;;macro;5842;1
ARI_0006_C03_309_j3;106;10.09375;36.84730556;outdoor;757;230;;;4G;10019;757;605;1;;;;macro;15542;1
ARI_0006_C03_309_l1;7;10.09375;36.84730556;outdoor;757;30;;;4G;10019;757;605;1;;;;macro;676;1
ARI_0006_C03_309_l2;8;10.09375;36.84730556;outdoor;757;150;;;4G;10019;757;605;1;;;;macro;861;1
ARI_0006_C03_309_l3;9;10.09375;36.84730556;outdoor;757;230;;;4G;10019;757;605;1;;;;macro;690;1
ARI_0007_C01_309_f3;3;10.19336111;36.95344167;outdoor;758;300;;;4G;10003;758;605;1;;;;macro;-;1
ARI_0007_C01_309_h1;4;10.19336111;36.95344167;outdoor;758;70;;;4G;10003;758;605;1;;;;macro;25642;1
ARI_0007_C01_309_h2;5;10.19336111;36.95344167;outdoor;758;200;;;4G;10003;758;605;1;;;;macro;14653;1
ARI_0007_C01_309_h3;6;10.19336111;36.95344167;outdoor;758;300;;;4G;10003;758;605;1;;;;macro;34554;1
ARI_0007_C01_309_j1;104;10.19336111;36.95344167;outdoor;758;70;;;4G;10003;758;605;1;;;;macro;25642;1
ARI_0007_C01_309_j2;105;10.19336111;36.95344167;outdoor;758;200;;;4G;10003;758;605;1;;;;macro;14653;1
ARI_0007_C01_309_j3;106;10.19336111;36.95344167;outdoor;758;300;;;4G;10003;758;605;1;;;;macro;34554;1
ARI_0007_C01_309_l1;7;10.19336111;36.95344167;outdoor;758;70;;;4G;10003;758;605;1;;;;macro;-;1
ARI_0007_C01_309_l2;8;10.19336111;36.95344167;outdoor;758;200;;;4G;10003;758;605;1;;;;macro;-;1
ARI_0007_C01_309_l3;9;10.19336111;36.95344167;outdoor;758;300;;;4G;10003;758;605;1;;;;macro;-;1
ARI_0008_C01_309_f1;1;10.12319444;36.89705556;outdoor;759;15;;;4G;10014;759;605;1;;;;macro;25758;1
ARI_0008_C01_309_f2;2;10.12319444;36.89705556;outdoor;759;150;;;4G;10014;759;605;1;;;;macro;1933;1
ARI_0008_C01_309_f3;3;10.12319444;36.89705556;outdoor;759;310;;;4G;10014;759;605;1;;;;macro;31346;1
ARI_0008_C01_309_f4;11;10.12319444;36.89705556;outdoor;759;225;;;4G;10014;759;605;1;;;;macro;-;1
ARI_0008_C01_309_h1;4;10.12319444;36.89705556;outdoor;759;15;;;4G;10014;759;605;1;;;;macro;25758;1
ARI_0008_C01_309_h2;5;10.12319444;36.89705556;outdoor;759;150;;;4G;10014;759;605;1;;;;macro;1933;1
ARI_0008_C01_309_h3;6;10.12319444;36.89705556;outdoor;759;310;;;4G;10014;759;605;1;;;;macro;31346;1
ARI_0008_C01_309_h4;14;10.12319444;36.89705556;outdoor;759;225;;;4G;10014;759;605;1;;;;macro;-;1
ARI_0008_C01_309_j1;104;10.12319444;36.89705556;outdoor;759;15;;;4G;10014;759;605;1;;;;macro;25758;1
ARI_0008_C01_309_j2;105;10.12319444;36.89705556;outdoor;759;150;;;4G;10014;759;605;1;;;;macro;1933;1
ARI_0008_C01_309_j3;106;10.12319444;36.89705556;outdoor;759;310;;;4G;10014;759;605;1;;;;macro;31346;1
ARI_0008_C01_309_j4;114;10.12319444;36.89705556;outdoor;759;225;;;4G;10014;759;605;1;;;;macro;-;1
ARI_0009_C02_309_f1;1;10.09066667;36.836;outdoor;760;90;;;4G;10019;760;605;1;;;;macro;465;1
ARI_0009_C02_309_f2;2;10.09066667;36.836;outdoor;760;190;;;4G;10019;760;605;1;;;;macro;760;1
ARI_0009_C02_309_f3;3;10.09066667;36.836;outdoor;760;340;;;4G;10019;760;605;1;;;;macro;4292;1
ARI_0009_C02_309_h1;4;10.09066667;36.836;outdoor;760;90;;;4G;10019;760;605;1;;;;macro;465;1
ARI_0009_C02_309_j1;104;10.09066667;36.836;outdoor;760;90;;;4G;10019;760;605;1;;;;macro;465;1
ARI_0009_C02_309_l1;7;10.09066667;36.836;outdoor;760;90;;;4G;10019;760;605;1;;;;macro;377;1
ARI_0010_C02_309_f1;1;10.20375;36.85619444;outdoor;761;80;;;4G;10016;761;605;1;;;;macro;784;1
ARI_0010_C02_309_f2;2;10.20375;36.85619444;outdoor;761;225;;;4G;10016;761;605;1;;;;macro;430;1
ARI_0010_C02_309_f3;3;10.20375;36.85619444;outdoor;761;330;;;4G;10016;761;605;1;;;;macro;494;1
ARI_0010_C02_309_h1;4;10.20375;36.85619444;outdoor;761;80;;;4G;10016;761;605;1;;;;macro;784;1
ARI_0010_C02_309_h2;5;10.20375;36.85619444;outdoor;761;225;;;4G;10016;761;605;1;;;;macro;430;1
ARI_0010_C02_309_h3;6;10.20375;36.85619444;outdoor;761;330;;;4G;10016;761;605;1;;;;macro;494;1
ARI_0010_C02_309_j1;104;10.20375;36.85619444;outdoor;761;80;;;4G;10016;761;605;1;;;;macro;784;1
ARI_0010_C02_309_j2;105;10.20375;36.85619444;outdoor;761;225;;;4G;10016;761;605;1;;;;macro;430;1
ARI_0010_C02_309_j3;106;10.20375;36.85619444;outdoor;761;330;;;4G;10016;761;605;1;;;;macro;494;1
ARI_0012_C01_309_f1;1;10.18427778;36.85244444;outdoor;763;110;;;4G;10012;763;605;1;;;;macro;1015;1
ARI_0012_C01_309_f2;2;10.18427778;36.85244444;outdoor;763;210;;;4G;10012;763;605;1;;;;macro;491;1
ARI_0012_C01_309_f3;3;10.18427778;36.85244444;outdoor;763;340;;;4G;10012;763;605;1;;;;macro;415;1
ARI_0012_C01_309_h1;4;10.18427778;36.85244444;outdoor;763;110;;;4G;10012;763;605;1;;;;macro;1015;1
ARI_0012_C01_309_h2;5;10.18427778;36.85244444;outdoor;763;210;;;4G;10012;763;605;1;;;;macro;491;1
ARI_0012_C01_309_h3;6;10.18427778;36.85244444;outdoor;763;340;;;4G;10012;763;605;1;;;;macro;415;1
ARI_0012_C01_309_j1;104;10.18427778;36.85244444;outdoor;763;110;;;4G;10012;763;605;1;;;;macro;1015;1
ARI_0012_C01_309_j2;105;10.18427778;36.85244444;outdoor;763;210;;;4G;10012;763;605;1;;;;macro;491;1
ARI_0012_C01_309_j3;106;10.18427778;36.85244444;outdoor;763;340;;;4G;10012;763;605;1;;;;macro;415;1
ARI_0012_C01_309_l1;7;10.18427778;36.85244444;outdoor;763;110;;;4G;10012;763;605;1;;;;macro;447;1
ARI_0012_C01_309_l2;8;10.18427778;36.85244444;outdoor;763;210;;;4G;10012;763;605;1;;;;macro;372;1
ARI_0013_C01_309_f1;1;10.19001;36.85771;outdoor;764;80;;;4G;10016;764;605;1;;;;macro;870;1
ARI_0013_C01_309_f2;2;10.19001;36.85771;outdoor;764;170;;;4G;10016;764;605;1;;;;macro;968;1
ARI_0013_C01_309_f3;3;10.19001;36.85771;outdoor;764;270;;;4G;10016;764;605;1;;;;macro;663;1
ARI_0013_C01_309_f4;11;10.19001;36.85771;outdoor;764;0;;;4G;10016;764;605;1;;;;macro;601;1
ARI_0013_C01_309_h1;4;10.19001;36.85771;outdoor;764;80;;;4G;10016;764;605;1;;;;macro;870;1
ARI_0013_C01_309_h2;5;10.19001;36.85771;outdoor;764;170;;;4G;10016;764;605;1;;;;macro;968;1
ARI_0013_C01_309_h3;6;10.19001;36.85771;outdoor;764;270;;;4G;10016;764;605;1;;;;macro;663;1
ARI_0013_C01_309_h4;14;10.19001;36.85771;outdoor;764;0;;;4G;10016;764;605;1;;;;macro;601;1
ARI_0013_C01_309_j1;104;10.19001;36.85771;outdoor;764;80;;;4G;10016;764;605;1;;;;macro;870;1
ARI_0013_C01_309_j2;105;10.19001;36.85771;outdoor;764;170;;;4G;10016;764;605;1;;;;macro;968;1
ARI_0013_C01_309_j3;106;10.19001;36.85771;outdoor;764;270;;;4G;10016;764;605;1;;;;macro;663;1
ARI_0013_C01_309_j4;114;10.19001;36.85771;outdoor;764;0;;;4G;10016;764;605;1;;;;macro;601;1
ARI_0015_C01_309_f1;1;10.23099722;36.87586111;outdoor;766;80;;;4G;10003;766;605;1;;;;macro;878;1
ARI_0015_C01_309_f2;2;10.23099722;36.87586111;outdoor;766;240;;;4G;10003;766;605;1;;;;macro;470;1
ARI_0015_C01_309_f3;3;10.23099722;36.87586111;outdoor;766;330;;;4G;10003;766;605;1;;;;macro;636;1
ARI_0015_C01_309_h1;4;10.23099722;36.87586111;outdoor;766;80;;;4G;10003;766;605;1;;;;macro;878;1
ARI_0015_C01_309_h2;5;10.23099722;36.87586111;outdoor;766;240;;;4G;10003;766;605;1;;;;macro;470;1
ARI_0015_C01_309_h3;6;10.23099722;36.87586111;outdoor;766;330;;;4G;10003;766;605;1;;;;macro;636;1
ARI_0015_C01_309_j1;104;10.23099722;36.87586111;outdoor;766;80;;;4G;10003;766;605;1;;;;macro;878;1
ARI_0015_C01_309_j2;105;10.23099722;36.87586111;outdoor;766;240;;;4G;10003;766;605;1;;;;macro;470;1
ARI_0015_C01_309_j3;106;10.23099722;36.87586111;outdoor;766;330;;;4G;10003;766;605;1;;;;macro;636;1
ARI_0016_C04_309_f1;1;10.206861;36.88356;outdoor;767;50;;;4G;10003;767;605;1;;;;macro;1556;1
ARI_0016_C04_309_f2;2;10.206861;36.88356;outdoor;767;180;;;4G;10003;767;605;1;;;;macro;23839;1
ARI_0016_C04_309_f3;3;10.206861;36.88356;outdoor;767;280;;;4G;10003;767;605;1;;;;macro;1015;1
ARI_0016_C04_309_h1;4;10.206861;36.88356;outdoor;767;50;;;4G;10003;767;605;1;;;;macro;1556;1
ARI_0016_C04_309_h3;6;10.206861;36.88356;outdoor;767;280;;;4G;10003;767;605;1;;;;macro;1015;1
ARI_0016_C04_309_j1;104;10.206861;36.88356;outdoor;767;50;;;4G;10003;767;605;1;;;;macro;1556;1
ARI_0016_C04_309_j3;106;10.206861;36.88356;outdoor;767;280;;;4G;10003;767;605;1;;;;macro;1015;1
ARI_0016_C04_309_l1;7;10.206861;36.88356;outdoor;767;50;;;4G;10003;767;605;1;;;;macro;628;1
ARI_0016_C04_309_l3;9;10.206861;36.88356;outdoor;767;280;;;4G;10003;767;605;1;;;;macro;479;1
ARI_0016_C04_SFN_h2;5;10.206861;36.88356;outdoor;767;180;;;4G;10003;767;605;1;;;;macro;23839;1
ARI_0016_C04_SFN_j2;105;10.206861;36.88356;outdoor;767;180;;;4G;10003;767;605;1;;;;macro;23839;1
ARI_0016_C04_SFN_l2;8;10.206861;36.88356;outdoor;767;180;;;4G;10003;767;605;1;;;;macro;529;1
ARI_0019_C02_309_f1;1;10.1965;36.87583333;outdoor;770;20;;;4G;10016;770;605;1;;;;macro;919;1
ARI_0019_C02_309_f2;2;10.1965;36.87583333;outdoor;770;150;;;4G;10016;770;605;1;;;;macro;369;1
ARI_0019_C02_309_f3;3;10.1965;36.87583333;outdoor;770;270;;;4G;10016;770;605;1;;;;macro;364;1
ARI_0019_C02_309_h1;4;10.1965;36.87583333;outdoor;770;20;;;4G;10016;770;605;1;;;;macro;534;1
ARI_0019_C02_309_h2;5;10.1965;36.87583333;outdoor;770;150;;;4G;10016;770;605;1;;;;macro;607;1
ARI_0019_C02_309_h3;6;10.1965;36.87583333;outdoor;770;270;;;4G;10016;770;605;1;;;;macro;573;1
ARI_0019_C02_309_j1;104;10.1965;36.87583333;outdoor;770;20;;;4G;10016;770;605;1;;;;macro;534;1
ARI_0019_C02_309_j2;105;10.1965;36.87583333;outdoor;770;150;;;4G;10016;770;605;1;;;;macro;607;1
ARI_0019_C02_309_j3;106;10.1965;36.87583333;outdoor;770;270;;;4G;10016;770;605;1;;;;macro;573;1
ARI_0019_C02_309_l1;7;10.1965;36.87583333;outdoor;770;20;;;4G;10016;770;605;1;;;;macro;395;1
ARI_0019_C02_309_l2;8;10.1965;36.87583333;outdoor;770;150;;;4G;10016;770;605;1;;;;macro;442;1
ARI_0019_C02_309_l3;9;10.1965;36.87583333;outdoor;770;270;;;4G;10016;770;605;1;;;;macro;306;1
ARI_0020_C02_309_f1;1;10.21216;36.87556;outdoor;771;30;;;4G;10003;771;605;1;;;;macro;604;1
ARI_0020_C02_309_f2;2;10.21216;36.87556;outdoor;771;150;;;4G;10003;771;605;1;;;;macro;452;1
ARI_0020_C02_309_f3;3;10.21216;36.87556;outdoor;771;280;;;4G;10003;771;605;1;;;;macro;415;1
ARI_0020_C02_309_h1;4;10.21216;36.87556;outdoor;771;30;;;4G;10003;771;605;1;;;;macro;613;1
ARI_0020_C02_309_h2;5;10.21216;36.87556;outdoor;771;150;;;4G;10003;771;605;1;;;;macro;452;1
ARI_0020_C02_309_h3;6;10.21216;36.87556;outdoor;771;280;;;4G;10003;771;605;1;;;;macro;415;1
ARI_0020_C02_309_j1;104;10.21216;36.87556;outdoor;771;30;;;4G;10003;771;605;1;;;;macro;613;1
ARI_0020_C02_309_j2;105;10.21216;36.87556;outdoor;771;150;;;4G;10003;771;605;1;;;;macro;452;1
ARI_0020_C02_309_j3;106;10.21216;36.87556;outdoor;771;280;;;4G;10003;771;605;1;;;;macro;415;1
ARI_0020_C02_309_l1;7;10.21216;36.87556;outdoor;771;30;;;4G;10003;771;605;1;;;;macro;541;1
ARI_0020_C02_309_l2;8;10.21216;36.87556;outdoor;771;150;;;4G;10003;771;605;1;;;;macro;282;1
ARI_0020_C02_309_l3;9;10.21216;36.87556;outdoor;771;280;;;4G;10003;771;605;1;;;;macro;1180;1
ARI_0021_C01_309_f1;1;10.21847222;36.87155556;outdoor;772;30;;;4G;10003;772;605;1;;;;macro;8199;1
ARI_0021_C01_309_f2;2;10.21847222;36.87155556;outdoor;772;150;;;4G;10003;772;605;1;;;;macro;375;1
ARI_0021_C01_309_f3;3;10.21847222;36.87155556;outdoor;772;270;;;4G;10003;772;605;1;;;;macro;512;1
ARI_0021_C01_309_h1;4;10.21847222;36.87155556;outdoor;772;30;;;4G;10003;772;605;1;;;;macro;8199;1
ARI_0021_C01_309_h2;5;10.21847222;36.87155556;outdoor;772;150;;;4G;10003;772;605;1;;;;macro;375;1
ARI_0021_C01_309_h3;6;10.21847222;36.87155556;outdoor;772;270;;;4G;10003;772;605;1;;;;macro;512;1
ARI_0021_C01_309_j1;104;10.21847222;36.87155556;outdoor;772;30;;;4G;10003;772;605;1;;;;macro;8199;1
ARI_0021_C01_309_j2;105;10.21847222;36.87155556;outdoor;772;150;;;4G;10003;772;605;1;;;;macro;375;1
ARI_0021_C01_309_j3;106;10.21847222;36.87155556;outdoor;772;270;;;4G;10003;772;605;1;;;;macro;512;1
ARI_0022_C02_309_f1;1;10.2465833;36.86575;outdoor;773;50;;;4G;10003;773;605;1;;;;macro;879;1
ARI_0022_C02_309_f2;2;10.2465833;36.86575;outdoor;773;140;;;4G;10003;773;605;1;;;;macro;490;1
ARI_0022_C02_309_f3;3;10.2465833;36.86575;outdoor;773;270;;;4G;10003;773;605;1;;;;macro;389;1
ARI_0022_C02_309_h1;4;10.2465833;36.86575;outdoor;773;50;;;4G;10003;773;605;1;;;;macro;879;1
ARI_0022_C02_309_h3;6;10.2465833;36.86575;outdoor;773;270;;;4G;10003;773;605;1;;;;macro;389;1
ARI_0022_C02_309_j1;104;10.2465833;36.86575;outdoor;773;50;;;4G;10003;773;605;1;;;;macro;879;1
ARI_0022_C02_309_j3;106;10.2465833;36.86575;outdoor;773;270;;;4G;10003;773;605;1;;;;macro;389;1
ARI_0022_C02_309_l1;7;10.2465833;36.86575;outdoor;773;50;;;4G;10003;773;605;1;;;;macro;879;1
ARI_0022_C02_309_l3;9;10.2465833;36.86575;outdoor;773;270;;;4G;10003;773;605;1;;;;macro;389;1
ARI_0023_C04_309_f1;1;10.17066944;36.86872778;outdoor;774;85;;;4G;10014;774;605;1;;;;macro;1023;1
ARI_0023_C04_309_f2;2;10.17066944;36.86872778;outdoor;774;190;;;4G;10014;774;605;1;;;;macro;700;1
ARI_0023_C04_309_f3;3;10.17066944;36.86872778;outdoor;774;270;;;4G;10014;774;605;1;;;;macro;1367;1
ARI_0023_C04_309_h1;4;10.17066944;36.86872778;outdoor;774;85;;;4G;10014;774;605;1;;;;macro;1023;1
ARI_0023_C04_309_h2;5;10.17066944;36.86872778;outdoor;774;190;;;4G;10014;774;605;1;;;;macro;700;1
ARI_0023_C04_309_h3;6;10.17066944;36.86872778;outdoor;774;270;;;4G;10014;774;605;1;;;;macro;1367;1
ARI_0023_C04_309_j1;104;10.17066944;36.86872778;outdoor;774;85;;;4G;10014;774;605;1;;;;macro;1023;1
ARI_0023_C04_309_j2;105;10.17066944;36.86872778;outdoor;774;190;;;4G;10014;774;605;1;;;;macro;700;1
ARI_0023_C04_309_j3;106;10.17066944;36.86872778;outdoor;774;270;;;4G;10014;774;605;1;;;;macro;1367;1
ARI_0024_C07_309_f1;1;10.098;36.8348056;outdoor;775;120;;;4G;10019;775;605;1;;;;macro;926;1
ARI_0024_C07_309_f2;2;10.098;36.8348056;outdoor;775;250;;;4G;10019;775;605;1;;;;macro;1121;1
ARI_0024_C07_309_f3;3;10.098;36.8348056;outdoor;775;340;;;4G;10019;775;605;1;;;;macro;4549;1
ARI_0024_C07_309_h1;4;10.098;36.8348056;outdoor;775;120;;;4G;10019;775;605;1;;;;macro;926;1
ARI_0024_C07_309_h2;5;10.098;36.8348056;outdoor;775;250;;;4G;10019;775;605;1;;;;macro;1121;1
ARI_0024_C07_309_h3;6;10.098;36.8348056;outdoor;775;340;;;4G;10019;775;605;1;;;;macro;4549;1
ARI_0024_C07_309_j1;104;10.098;36.8348056;outdoor;775;120;;;4G;10019;775;605;1;;;;macro;926;1
ARI_0024_C07_309_j2;105;10.098;36.8348056;outdoor;775;250;;;4G;10019;775;605;1;;;;macro;1121;1
ARI_0024_C07_309_j3;106;10.098;36.8348056;outdoor;775;340;;;4G;10019;775;605;1;;;;macro;4549;1
ARI_0024_C07_309_l1;7;10.098;36.8348056;outdoor;775;120;;;4G;10019;775;605;1;;;;macro;818;1
ARI_0024_C07_309_l3;9;10.098;36.8348056;outdoor;775;340;;;4G;10019;775;605;1;;;;macro;496;1
ARI_0025_C03_309_f1;1;10.10297222;36.84616667;outdoor;776;70;;;4G;10019;776;605;1;;;;macro;428;1
ARI_0025_C03_309_f2;2;10.10297222;36.84616667;outdoor;776;150;;;4G;10019;776;605;1;;;;macro;593;1
ARI_0025_C03_309_f3;3;10.10297222;36.84616667;outdoor;776;240;;;4G;10019;776;605;1;;;;macro;561;1
ARI_0025_C03_309_f4;11;10.10297222;36.84616667;outdoor;776;320;;;4G;10019;776;605;1;;;;macro;3388;1
ARI_0025_C03_309_h1;4;10.10297222;36.84616667;outdoor;776;70;;;4G;10019;776;605;1;;;;macro;428;1
ARI_0025_C03_309_h2;5;10.10297222;36.84616667;outdoor;776;150;;;4G;10019;776;605;1;;;;macro;593;1
ARI_0025_C03_309_h4;14;10.10297222;36.84616667;outdoor;776;320;;;4G;10019;776;605;1;;;;macro;3388;1
ARI_0025_C03_309_j1;104;10.10297222;36.84616667;outdoor;776;70;;;4G;10019;776;605;1;;;;macro;428;1
ARI_0025_C03_309_j2;105;10.10297222;36.84616667;outdoor;776;150;;;4G;10019;776;605;1;;;;macro;593;1
ARI_0025_C03_309_j4;114;10.10297222;36.84616667;outdoor;776;320;;;4G;10019;776;605;1;;;;macro;3388;1
ARI_0025_C03_309_l1;7;10.10297222;36.84616667;outdoor;776;70;;;4G;10019;776;605;1;;;;macro;238;1
ARI_0025_C03_309_l2;8;10.10297222;36.84616667;outdoor;776;150;;;4G;10019;776;605;1;;;;macro;1044;1
ARI_0025_C03_309_l4;17;10.10297222;36.84616667;outdoor;776;320;;;4G;10019;776;605;1;;;;macro;625;1
ARI_0027_C01_309_f2;2;10.10844444;36.85197222;outdoor;778;160;;;4G;10014;778;605;1;;;;macro;1637;1
ARI_0027_C01_309_f3;3;10.10844444;36.85197222;outdoor;778;270;;;4G;10014;778;605;1;;;;macro;667;1
ARI_0027_C01_309_h1;4;10.10844444;36.85197222;outdoor;778;30;;;4G;10014;778;605;1;;;;macro;1413;1
ARI_0027_C01_309_h2;5;10.10844444;36.85197222;outdoor;778;160;;;4G;10014;778;605;1;;;;macro;1637;1
ARI_0027_C01_309_h3;6;10.10844444;36.85197222;outdoor;778;270;;;4G;10014;778;605;1;;;;macro;3494;1
ARI_0027_C01_309_j1;104;10.10844444;36.85197222;outdoor;778;30;;;4G;10014;778;605;1;;;;macro;1413;1
ARI_0027_C01_309_j2;105;10.10844444;36.85197222;outdoor;778;160;;;4G;10014;778;605;1;;;;macro;1637;1
ARI_0027_C01_309_j3;106;10.10844444;36.85197222;outdoor;778;270;;;4G;10014;778;605;1;;;;macro;837;1
ARI_0027_C01_309_l1;7;10.10844444;36.85197222;outdoor;778;30;;;4G;10014;778;605;1;;;;macro;343;1
ARI_0027_C01_309_l2;8;10.10844444;36.85197222;outdoor;778;160;;;4G;10014;778;605;1;;;;macro;335;1
ARI_0027_C01_309_l3;9;10.10844444;36.85197222;outdoor;778;270;;;4G;10014;778;605;1;;;;macro;724;1
ARI_0028_C01_309_f1;1;10.10875;36.838525;outdoor;779;30;;;4G;10019;779;605;1;;;;macro;503;1
ARI_0028_C01_309_f2;2;10.10875;36.838525;outdoor;779;130;;;4G;10019;779;605;1;;;;macro;337;1
ARI_0028_C01_309_f3;3;10.10875;36.838525;outdoor;779;270;;;4G;10019;779;605;1;;;;macro;470;1
